# index, name, date, _pos
1388,1012,2000-01-03,"array([-36.23709785,   1.94260111])"
1389,9205059,,"array([-36.34361196,   1.60768329])"
1390,9206053,,"array([-36.36579221,   1.75749513])"
1391,9302035,,"array([-36.3519312,   1.6781579])"
1392,9403141,,"array([-36.09883938,   1.78469906])"
1393,9405136,,"array([-36.49050183,   1.66170537])"
1394,9506136,,"array([-36.23567354,   1.82765925])"
1395,9507109,,"array([-36.25343592,   1.93450229])"
1396,9702190,,"array([-36.8204397 ,   1.66305056])"
1397,9911110,,"array([-36.01533154,   1.86748997])"
1398,9204088,,"array([-35.80677107,   1.19230656])"
1399,9206047,,"array([-37.33811865,   1.85014218])"
1400,9208027,,"array([-35.73892704,   1.74850172])"
1401,9205034,,"array([-36.31591768,   1.52517621])"
1402,9211016,,"array([-36.12768846,   1.30199722])"
1403,9212004,,"array([-36.44075378,   1.3252617 ])"
1404,9305023,,"array([-35.8769047 ,   1.54538193])"
1405,9305043,,"array([-36.45385058,   1.5098054 ])"
1406,9311083,,"array([-36.54747373,   1.42746356])"
1407,9208075,,"array([-36.99284295,   1.95789676])"
1408,9401007,,"array([-36.34223371,   1.94093329])"
1409,9403026,,"array([-36.45951657,   1.46939398])"
1410,9306044,,"array([-36.92923957,   1.4023809 ])"
1411,9406125,,"array([-36.32003779,   1.90387419])"
1412,9604044,,"array([-37.01268653,   1.59556539])"
1413,9611238,1996-11-05,"array([-37.03948264,   1.31767756])"
1414,9811090,,"array([-36.36261972,   1.98240091])"
1415,9811203,1998-10-31,"array([-36.06611382,   1.58911004])"
1416,1013,2000-01-03,"array([-34.11692971,   2.75161357])"
1417,9911234,1999-11-04,"array([-34.34809696,   2.86819623])"
1418,9912276,1999-12-09,"array([-33.94327962,   2.85578611])"
1419,9805067,,"array([-34.29065703,   2.77287937])"
1420,9909048,,"array([-34.49438096,   2.69192296])"
1421,9810123,,"array([-34.69799172,   2.35473931])"
1422,9808138,,"array([-34.46634859,   2.6650557 ])"
1423,9908018,,"array([-34.898624  ,   2.62789317])"
1424,9909199,,"array([-34.46951802,   2.72754785])"
1425,9912182,,"array([-34.37853211,   2.88530878])"
1426,9912018,,"array([-34.68328309,   2.2885639 ])"
1427,1014,2000-01-03,"array([-35.20024616,  -0.296041  ])"
1428,9502097,,"array([-34.95387066,  -0.66054032])"
1429,9606100,,"array([-3.50670586e+01,  3.57262163e-03])"
1430,9803011,,"array([-35.32009557,   0.05723531])"
1431,9806244,1998-06-03,"array([-35.07010286,   0.05660164])"
1432,9807215,1998-07-01,"array([-35.31021364,   0.07880548])"
1433,9903055,,"array([-34.96103255,  -0.09273993])"
1434,9903266,1999-03-05,"array([-35.22148925,  -0.46638097])"
1435,9904136,,"array([-35.29279095,  -0.33569425])"
1436,9511139,,"array([-35.14213454,   0.35002372])"
1437,9612091,,"array([-3.50229065e+01, -2.20098451e-02])"
1438,9702053,,"array([-35.07839797,  -0.07131446])"
1439,9705216,1997-05-02,"array([-34.97443051,   0.20499365])"
1440,9411080,,"array([-34.79839247,   0.7234405 ])"
1441,9511176,,"array([-35.14794903,   0.31697083])"
1442,9606105,,"array([-3.50921556e+01, -1.56800060e-02])"
1443,9710093,,"array([-35.1618893,   0.0363212])"
1444,9803030,,"array([-35.32043257,   0.94336954])"
1445,9803079,,"array([-34.64709923,  -0.73439644])"
1446,9805022,,"array([-34.9569204 ,  -0.85170934])"
1447,9807078,,"array([-35.19935471,   0.22348034])"
1448,9903011,,"array([-35.04133632,  -0.1249628 ])"
1449,9710225,1997-10-02,"array([-35.09252278,   0.06929088])"
1450,1015,2000-01-03,"array([-35.90829953,  -1.15848352])"
1451,9811016,,"array([-35.77092516,  -0.48357374])"
1452,9709229,1997-09-03,"array([-35.58735286,   0.22335591])"
1453,9710069,,"array([-35.72807994,   0.31755871])"
1454,9810165,,"array([-35.49716803,  -0.05337999])"
1455,1016,2000-01-03,"array([-34.65914552,   1.78557457])"
1456,9607049,,"array([-35.10175421,   1.16890818])"
1457,9808057,,"array([-34.53775695,   1.1608557 ])"
1458,9906164,,"array([-34.42115722,   1.94946908])"
1459,9907158,,"array([-34.61929016,   1.74918495])"
1460,9911215,1999-11-03,"array([-34.60474534,   1.76352327])"
1461,9301068,,"array([-35.88633641,   1.36862467])"
1462,9404077,,"array([-34.32797382,   0.61418586])"
1463,9505052,,"array([-35.16834252,   2.60733361])"
1464,9604040,,"array([-34.79126944,   0.8480749 ])"
1465,9606104,,"array([-35.08767204,   0.85756431])"
1466,9705029,,"array([-35.23627313,   1.67000372])"
1467,9605009,,"array([-34.99298935,   1.75843669])"
1468,9308075,,"array([-34.4931714 ,   1.77759855])"
1469,9712021,,"array([-34.86958595,   2.02032607])"
1470,9712073,,"array([-34.94418596,   2.08526273])"
1471,9802047,,"array([-34.91736114,   2.05828113])"
1472,9802126,,"array([-34.90376493,   2.09702378])"
1473,9302047,,"array([-34.53599339,   1.53870647])"
1474,9307010,,"array([-34.92729628,   1.58629748])"
1475,9804083,,"array([-34.67449267,   2.02094295])"
1476,9303139,,"array([-36.2310331 ,   1.85446595])"
1477,9702201,1997-01-30,"array([-35.40140995,   2.28918831])"
1478,9805028,,"array([-35.00797568,   1.89905468])"
1479,9804101,,"array([-35.13399924,   1.63373946])"
1480,9805143,,"array([-34.82017472,   1.91516563])"
1481,9806075,,"array([-34.83924647,   1.72891714])"
1482,9808045,,"array([-34.68497487,   0.87736858])"
1483,9806103,,"array([-34.97335668,   2.19892336])"
1484,9806106,,"array([-35.16880073,   2.42006328])"
1485,9610126,,"array([-35.12063334,   1.3016348 ])"
1486,9803046,,"array([-34.8887186 ,   1.01354532])"
1487,9806199,,"array([-35.18811886,   2.29446436])"
1488,9807223,1998-07-02,"array([-35.38390677,   1.84294222])"
1489,9805171,,"array([-34.80506065,   2.15856693])"
1490,9808017,,"array([-34.74977408,   2.08482234])"
1491,9901012,,"array([-34.63130235,   2.13357167])"
1492,9901079,,"array([-34.77844065,   1.93899601])"
1493,9901144,,"array([-34.70290439,   1.82459179])"
1494,9902073,,"array([-34.84872384,   1.88330803])"
1495,9902101,,"array([-34.95257564,   1.8917617 ])"
1496,9902121,,"array([-34.49415674,   2.18837889])"
1497,9903085,,"array([-34.65171741,   2.15507975])"
1498,9612128,,"array([-34.99329572,   2.54572826])"
1499,9706109,,"array([-35.46023552,   2.43341555])"
1500,9711116,,"array([-35.26103022,   2.42467623])"
1501,9803138,,"array([-34.96411009,   2.06712092])"
1502,9808182,,"array([-35.11921853,   2.33764063])"
1503,9811010,,"array([-35.06103334,   2.29467726])"
1504,9811048,,"array([-35.26068425,   2.22060458])"
1505,9901060,,"array([-35.06190014,   2.12922507])"
1506,9709014,,"array([-35.21827525,   2.18158224])"
1507,9804180,,"array([-35.05272349,   2.00109717])"
1508,9807169,,"array([-33.76123423,   2.04234289])"
1509,9810070,,"array([-33.98225105,   2.39378437])"
1510,9812094,,"array([-34.88526563,   1.69292708])"
1511,9901073,,"array([-34.64745875,   1.77092538])"
1512,9904065,,"array([-33.73399904,   2.08946539])"
1513,9904186,,"array([-34.35432908,   1.83771214])"
1514,9905223,1999-05-04,"array([-33.92833939,   2.20761323])"
1515,9906244,1999-06-04,"array([-34.5902257,   1.8555381])"
1516,9601143,,"array([-34.94437702,   1.53028293])"
1517,9906217,1999-06-02,"array([-34.72776827,   1.71624792])"
1518,9812187,,"array([-34.8350064 ,   1.29161044])"
1519,9909043,,"array([-34.86487188,   1.67138407])"
1520,9910099,,"array([-34.65866852,   2.07294641])"
1521,9908088,,"array([-35.17697098,   2.69083664])"
1522,1017,2000-01-03,"array([-34.35812797,   0.9493134 ])"
1523,9609035,,"array([-34.34434415,   0.58629664])"
1524,9808129,,"array([-34.576378  ,   0.68873189])"
1525,9811053,,"array([-34.53898973,   0.65665259])"
1526,9811077,,"array([-34.58039155,   0.747758  ])"
1527,9811171,,"array([-34.66340964,   0.8562973 ])"
1528,9902140,,"array([-34.66210767,   0.88308823])"
1529,9903223,1999-03-02,"array([-34.61765312,   0.52400116])"
1530,9905215,1999-05-03,"array([-34.67189436,   0.51551812])"
1531,9406160,,"array([-33.52428033,   0.23187777])"
1532,9610113,,"array([-34.18587324,   0.85143897])"
1533,9702089,,"array([-34.08548886,   1.00490398])"
1534,9705151,,"array([-34.28443018,   1.02019837])"
1535,9707009,,"array([-34.97173309,   1.83329932])"
1536,9812090,,"array([-34.73205797,   0.63831118])"
1537,9506026,,"array([-35.26808247,   0.63504876])"
1538,9611228,1996-11-04,"array([-35.10534462,   0.92613537])"
1539,9808127,,"array([-34.41064497,   0.28732892])"
1540,9901037,,"array([-34.39189746,   0.5026424 ])"
1541,9610101,,"array([-35.33801592,   0.98631026])"
1542,9709109,,"array([-35.13866867,   0.72465859])"
1543,9805153,,"array([-35.03266013,   0.51360791])"
1544,9905127,,"array([-34.76441115,   0.59751803])"
1545,1018,2000-01-03,"array([-34.50957352,   2.68688857])"
1546,9603087,,"array([-35.05036642,   2.45581507])"
1547,9604035,,"array([-35.00822115,   2.43165761])"
1548,9604179,,"array([-34.99860572,   2.4779301 ])"
1549,9609212,1996-08-30,"array([-35.04481142,   2.42540883])"
1550,9701042,,"array([-35.00719188,   2.4969066 ])"
1551,9801049,,"array([-35.11141317,   2.48125281])"
1552,9802163,,"array([-35.11423632,   2.5115828 ])"
1553,9906048,,"array([-34.66458996,   2.12728252])"
1554,9911218,1999-11-03,"array([-34.39794665,   2.74574467])"
1555,9912135,,"array([-34.26047738,   2.59753159])"
1556,9912175,,"array([-34.55868605,   2.67828809])"
1557,9508177,,"array([-35.0677857 ,   2.35481883])"
1558,9512089,,"array([-34.84936979,   2.62917442])"
1559,9512177,,"array([-34.93733524,   2.71134783])"
1560,9601077,,"array([-35.30665594,   2.53066438])"
1561,9508042,,"array([-34.87693379,   2.60912672])"
1562,9510229,1995-10-05,"array([-35.1417865 ,   2.24524305])"
1563,9601177,,"array([-34.8679409 ,   2.42741055])"
1564,9602043,,"array([-34.85739168,   2.26759415])"
1565,9603060,,"array([-34.81481097,   2.35615071])"
1566,9603061,,"array([-34.89804556,   2.40615486])"
1567,9603126,,"array([-35.1574597 ,   2.31393589])"
1568,9603183,,"array([-35.1418974 ,   2.87596998])"
1569,9302058,,"array([-35.39926807,   3.18043078])"
1570,9511053,,"array([-34.92854187,   2.47711976])"
1571,9603123,,"array([-35.18888286,   2.27231511])"
1572,9511045,,"array([-35.62647873,   2.58337269])"
1573,9604068,,"array([-35.08104824,   2.53011279])"
1574,9604168,,"array([-34.98321398,   2.50887401])"
1575,9604189,,"array([-34.96746784,   2.41408293])"
1576,9606118,,"array([-35.17529646,   2.25043291])"
1577,9609095,,"array([-35.18936858,   2.50392809])"
1578,9604119,,"array([-35.19428284,   2.24169243])"
1579,9605077,,"array([-34.91517829,   2.55867945])"
1580,9609181,,"array([-34.99078856,   2.52283511])"
1581,9612095,,"array([-35.04592035,   2.43957399])"
1582,9612204,1996-11-29,"array([-35.06049254,   2.23818848])"
1583,9612236,1996-12-03,"array([-34.97015842,   2.59640644])"
1584,9305143,,"array([-34.81953524,   2.96462506])"
1585,9702163,,"array([-35.05230503,   2.35814071])"
1586,9702164,,"array([-34.94603145,   2.58834132])"
1587,9705011,,"array([-35.05925135,   2.44763749])"
1588,9705078,,"array([-34.91107875,   2.26237955])"
1589,9710046,,"array([-35.05599943,   2.5315398 ])"
1590,9711043,,"array([-35.09426432,   2.33806483])"
1591,9711205,1997-11-03,"array([-35.03008005,   2.05961374])"
1592,9712004,,"array([-35.18936237,   2.22638955])"
1593,9712170,,"array([-35.19015756,   2.4600628 ])"
1594,9504049,,"array([-35.84761722,   1.77408614])"
1595,9511115,,"array([-34.98050898,   2.81563118])"
1596,9604052,,"array([-34.80899848,   2.46628336])"
1597,9606033,,"array([-34.83888195,   2.45402855])"
1598,9608095,,"array([-34.92313042,   2.58521701])"
1599,9609225,1996-09-02,"array([-34.89976938,   2.39120989])"
1600,9611026,,"array([-35.03040215,   2.53271391])"
1601,9611047,,"array([-35.04849362,   2.1884782 ])"
1602,9611111,,"array([-34.81509019,   2.58139719])"
1603,9612054,,"array([-35.10088725,   3.18488489])"
1604,9612089,,"array([-34.97764785,   2.69784015])"
1605,9701088,,"array([-35.0579601 ,   2.43224919])"
1606,9701092,,"array([-34.98032156,   2.65451192])"
1607,9702058,,"array([-34.70468418,   2.80237441])"
1608,9702077,,"array([-34.84422395,   2.58637486])"
1609,9702079,,"array([-34.94206384,   2.66170258])"
1610,9702202,1997-02-03,"array([-35.20372089,   2.415346  ])"
1611,9704120,,"array([-35.03238929,   2.47951539])"
1612,9704190,,"array([-35.14161658,   2.2697437 ])"
1613,9705036,,"array([-35.00143422,   2.69339785])"
1614,9705040,,"array([-35.07768096,   2.2040039 ])"
1615,9706096,,"array([-35.2439692 ,   2.51896087])"
1616,9710110,,"array([-34.83036885,   2.6979059 ])"
1617,9710155,,"array([-34.83445463,   2.62822264])"
1618,9711102,,"array([-35.56514793,   2.32303384])"
1619,9712221,1997-12-01,"array([-34.93464787,   2.64400437])"
1620,9801060,,"array([-35.64772578,   2.55466829])"
1621,9802051,,"array([-35.24272634,   2.33175151])"
1622,9802067,,"array([-35.46392383,   2.33636565])"
1623,9605234,1996-05-06,"array([-34.81675572,   2.25371954])"
1624,9705053,,"array([-35.01066555,   2.05902411])"
1625,9712213,1997-12-01,"array([-35.00738221,   2.2742681 ])"
1626,9804177,,"array([-35.03042396,   1.70706878])"
1627,9805156,,"array([-34.75281605,   2.14826997])"
1628,9809027,,"array([-34.75396239,   1.9620266 ])"
1629,9809032,,"array([-34.88188936,   2.09161139])"
1630,9812073,,"array([-34.86980414,   2.09765286])"
1631,9808079,,"array([-34.42809766,   2.29870456])"
1632,9806069,,"array([-35.06930257,   2.42047205])"
1633,1113,2000-01-13,"array([-34.4391266 ,   2.68888857])"
1634,9605051,,"array([-34.77001062,   2.44742685])"
1635,9801165,,"array([-34.87659496,   2.46283555])"
1636,9910021,,"array([-34.75118354,   2.71108094])"
1637,1019,2000-01-03,"array([-33.29969937,   1.29585264])"
1638,2049,2000-02-04,"array([-33.19756105,   1.20466698])"
1639,9605022,,"array([-33.48867818,   1.46990913])"
1640,9703097,,"array([-33.65129164,   1.16320262])"
1641,9707253,1997-07-05,"array([-33.26407248,   1.45201585])"
1642,9908101,,"array([-33.26292997,   1.32262154])"
1643,9908149,,"array([-33.64207578,   1.33112547])"
1644,9909210,1999-09-01,"array([-33.69243159,   1.01375695])"
1645,9912176,,"array([-33.21954591,   1.24190231])"
1646,9912223,1999-12-02,"array([-33.18232888,   1.23748108])"
1647,9510221,1995-10-04,"array([-33.6114476 ,   1.01809576])"
1648,9710101,,"array([-33.1929938 ,   1.28064295])"
1649,9812059,,"array([-33.37228321,   1.45232702])"
1650,9901011,,"array([-33.44473633,   1.52433138])"
1651,9901086,,"array([-33.2275688 ,   1.28299937])"
1652,9907192,,"array([-33.20514556,   1.31463149])"
1653,9311060,,"array([-34.21603824,   0.7532499 ])"
1654,9406048,,"array([-33.34765992,   1.47569481])"
1655,9503023,,"array([-33.70379845,   1.53855874])"
1656,9506042,,"array([-33.71414134,   1.34619491])"
1657,9508082,,"array([-33.40396848,   1.27857032])"
1658,9508086,,"array([-33.97523927,   1.42246826])"
1659,9703187,,"array([-33.48142353,   1.61415854])"
1660,9608070,,"array([-33.41102613,   1.23022231])"
1661,9707122,,"array([-33.19510621,   1.47058974])"
1662,9806193,,"array([-33.18818211,   1.55696464])"
1663,9810062,,"array([-33.27456872,   1.4924707 ])"
1664,9811015,,"array([-33.39367137,   1.37658405])"
1665,9412055,,"array([-33.38794094,   1.84133973])"
1666,9506061,,"array([-34.10641067,   1.04723816])"
1667,9608071,,"array([-33.57455315,   1.44654512])"
1668,9609195,,"array([-33.05280301,   1.3734615 ])"
1669,9701022,,"array([-35.81738992,   1.23211411])"
1670,9702007,,"array([-33.21119843,   1.43771065])"
1671,9703089,,"array([-33.99621331,   1.23033643])"
1672,9705101,,"array([-33.95087877,   0.30679867])"
1673,9707073,,"array([-33.04128695,   1.32821911])"
1674,9707083,,"array([-33.47647221,   1.42792312])"
1675,9707168,,"array([-33.29312402,   0.90409375])"
1676,9711159,,"array([-34.08016467,   0.97600557])"
1677,9801129,,"array([-33.27633083,   1.15496471])"
1678,9802149,,"array([-32.91896077,   1.61820173])"
1679,9807121,,"array([-33.41382085,   1.14974536])"
1680,9811054,,"array([-33.08827008,   1.30815695])"
1681,9811174,,"array([-33.02681274,   1.40421309])"
1682,9811219,1998-11-02,"array([-33.39766474,   1.52988623])"
1683,9812060,,"array([-33.67629534,   1.12173077])"
1684,9905204,1999-05-03,"array([-33.92669151,   1.32243103])"
1685,9906228,1999-06-03,"array([-33.47390081,   1.5771157 ])"
1686,9607186,,"array([-33.05290429,   1.18682496])"
1687,9810065,,"array([-33.99916472,   0.4007032 ])"
1688,9601019,,"array([-33.71952834,   0.72838376])"
1689,9711168,,"array([-33.17182375,   1.41141506])"
1690,9809199,,"array([-33.43641523,   1.60191443])"
1691,9906043,,"array([-32.49913981,   1.11271107])"
1692,9910097,,"array([-33.16712771,   1.44382846])"
1693,1020,2000-01-03,"array([-33.6257065,   2.018857 ])"
1694,9805177,,"array([-34.71028213,   1.92885725])"
1695,1021,2000-01-04,"array([-36.0417048 ,   2.61011406])"
1696,9406206,1994-06-01,"array([-35.71280418,   2.30053276])"
1697,9505186,,"array([-35.6549974 ,   1.90404774])"
1698,9604136,,"array([-35.80201355,   2.61388754])"
1699,9606187,,"array([-35.91260954,   2.54211796])"
1700,9609198,,"array([-36.15421172,   2.61000459])"
1701,9701178,,"array([-35.91480548,   2.62244612])"
1702,9704157,,"array([-35.82449496,   2.73258936])"
1703,9705105,,"array([-35.89633336,   2.87053399])"
1704,9705193,,"array([-35.30414324,   2.73364161])"
1705,9801102,,"array([-36.00213772,   2.09346781])"
1706,9806068,,"array([-35.92621009,   2.49857961])"
1707,9906007,,"array([-36.85928017,   2.36896867])"
1708,9912105,,"array([-35.85156804,   3.02831579])"
1709,9303016,,"array([-35.57785264,   2.58975227])"
1710,9308112,,"array([-35.52173319,   2.72447656])"
1711,9308154,,"array([-35.81627826,   2.43153226])"
1712,9309039,,"array([-35.59044639,   2.42250984])"
1713,9401147,,"array([-35.54365018,   3.10545547])"
1714,9403155,,"array([-35.81777485,   2.27330505])"
1715,9403191,,"array([-35.2849796 ,   2.53821695])"
1716,9406082,,"array([-35.71595346,   2.66919376])"
1717,9411102,,"array([-35.9615282 ,   2.01926887])"
1718,9504108,,"array([-35.46812265,   2.26750869])"
1719,9204024,,"array([-35.57397952,   3.01550624])"
1720,9601091,,"array([-35.95955393,   2.508254  ])"
1721,9410237,1994-10-06,"array([-35.52071574,   2.39955036])"
1722,9401006,,"array([-36.13259565,   2.2088894 ])"
1723,9407044,,"array([-36.28389987,   1.90287784])"
1724,9503045,,"array([-35.83418087,   2.27728586])"
1725,9308124,,"array([-35.49502558,   2.65130068])"
1726,9311117,,"array([-36.46150788,   1.74653311])"
1727,9408060,,"array([-35.59280484,   2.8353626 ])"
1728,9410104,,"array([-35.35940828,   2.66851962])"
1729,9502065,,"array([-35.48882425,   2.67063217])"
1730,9504070,,"array([-35.99292108,   2.05769905])"
1731,9504148,,"array([-35.55711079,   2.62114919])"
1732,9507112,,"array([-35.48009715,   2.54808547])"
1733,9510028,,"array([-35.50126553,   2.78706299])"
1734,9510034,,"array([-35.57889939,   2.66745628])"
1735,9610032,,"array([-36.12778432,   1.91383104])"
1736,9311012,,"array([-35.12076454,   2.62491875])"
1737,9401025,,"array([-35.0205484,   2.74711  ])"
1738,9402016,,"array([-35.15287595,   2.7435411 ])"
1739,9406067,,"array([-35.10719342,   2.6504405 ])"
1740,9409060,,"array([-34.87644043,   2.8706756 ])"
1741,9507022,,"array([-34.99252377,   2.65391263])"
1742,9610131,,"array([-34.88002535,   3.0620086 ])"
1743,9611039,,"array([-34.61522326,   2.82299311])"
1744,9410162,,"array([-35.72811014,   1.09187866])"
1745,9412228,1994-12-04,"array([-35.71796343,   1.01281745])"
1746,9508153,,"array([-36.11213803,   2.00044637])"
1747,9606109,,"array([-36.10617163,   2.26410894])"
1748,9612196,,"array([-36.26363506,   1.90943095])"
1749,9703081,,"array([-36.1005797,   1.6967972])"
1750,9706218,1997-06-02,"array([-36.27752426,   2.60459445])"
1751,9710166,,"array([-36.192764 ,   2.3305154])"
1752,9712137,,"array([-36.2688799 ,   2.04694286])"
1753,9208026,,"array([-36.06092837,   1.22282406])"
1754,9502122,,"array([-35.95278016,   2.34996184])"
1755,9503226,1995-03-03,"array([-35.88074854,   2.2873487 ])"
1756,9506132,,"array([-36.31851059,   2.82154774])"
1757,9509095,,"array([-36.01229445,   2.33676156])"
1758,9509123,,"array([-35.83195828,   2.26159461])"
1759,9512025,,"array([-36.02209864,   2.28190763])"
1760,9512040,,"array([-35.96441848,   2.41745853])"
1761,9602179,,"array([-35.81089152,   2.58387825])"
1762,9704137,,"array([-35.93861116,   2.56067335])"
1763,9803019,,"array([-35.91563306,   2.58725746])"
1764,9307101,,"array([-36.716986  ,   2.68601287])"
1765,9508141,,"array([-36.83052919,   2.21362238])"
1766,9805185,,"array([-36.91103997,   1.46690437])"
1767,9708110,,"array([-35.71657973,   3.04395698])"
1768,1022,2000-01-04,"array([-34.7189309 ,   1.09084944])"
1769,9311055,,"array([-35.11032367,   1.63927096])"
1770,9802096,,"array([-34.71552273,   0.7232881 ])"
1771,9902115,,"array([-35.06930472,   0.87618181])"
1772,9202038,,"array([-34.31342423,   1.03590779])"
1773,9508049,,"array([-34.04246056,   0.36279118])"
1774,9702118,,"array([-34.94396191,   0.52679188])"
1775,9805128,,"array([-34.75525808,   0.78631904])"
1776,9211035,,"array([-34.99579162,   0.47508237])"
1777,9306027,,"array([-34.92835573,   0.54553775])"
1778,9403056,,"array([-34.80289752,   0.18375046])"
1779,9403116,,"array([-35.11775618,   0.55581733])"
1780,9406034,,"array([-35.17026642,   0.61072025])"
1781,9408091,,"array([-34.86212656,   0.67607354])"
1782,9411062,,"array([-34.90232425,   0.62922095])"
1783,9612194,,"array([-34.55696607,   0.46740445])"
1784,9701027,,"array([-34.43010832,   0.30433821])"
1785,9705052,,"array([-34.62468957,   0.47267642])"
1786,9705124,,"array([-34.68009476,   0.49110608])"
1787,9706102,,"array([-34.80878895,   0.2158783 ])"
1788,9709035,,"array([-34.45436982,   0.32833637])"
1789,9712066,,"array([-34.66200781,   0.79713039])"
1790,9712144,,"array([-34.5747729 ,   0.39609658])"
1791,9807017,,"array([-34.41443109,   1.07120421])"
1792,1023,2000-01-04,"array([-34.91118717,   1.14379764])"
1793,9512044,,"array([-35.00593006,   1.01992332])"
1794,9612084,,"array([-35.42319767,   1.35869182])"
1795,9706031,,"array([-35.26383811,   1.04513893])"
1796,9908073,,"array([-35.17731432,   0.88444256])"
1797,9910131,,"array([-35.41357634,   0.98035056])"
1798,9912113,,"array([-35.04933323,   1.11954339])"
1799,9501049,,"array([-35.95714797,   1.02875941])"
1800,9306009,,"array([-36.52291695,   2.8902452 ])"
1801,9309034,,"array([-35.3028149 ,   1.08185518])"
1802,9311147,,"array([-35.56612747,   0.82146893])"
1803,9405067,,"array([-35.73855599,   0.88664192])"
1804,9412167,,"array([-35.21336001,   1.20777548])"
1805,9510144,,"array([-35.73942297,   0.99542752])"
1806,9602085,,"array([-35.71989083,   0.96485766])"
1807,9602119,,"array([-35.63896474,   1.04577404])"
1808,9603115,,"array([-35.67656446,   1.04105751])"
1809,9604045,,"array([-35.25988072,   1.16323252])"
1810,9609139,,"array([-35.66123301,   0.5983259 ])"
1811,9610153,,"array([-36.41605422,   2.18148702])"
1812,9610230,1996-10-03,"array([-35.34651956,   0.77663123])"
1813,9611040,,"array([-35.4426738 ,   1.78699448])"
1814,9207103,,"array([-34.98687748,   1.6582252 ])"
1815,9301067,,"array([-35.07211864,   1.42851692])"
1816,9305116,,"array([-35.01314747,   1.50867327])"
1817,9312153,,"array([-35.11112399,   0.75996874])"
1818,9405107,,"array([-35.20235765,   0.73300318])"
1819,9412059,,"array([-35.786605  ,   0.66401218])"
1820,9305163,,"array([-35.4568189 ,   0.98340662])"
1821,9202074,,"array([-36.48462972,   1.03266723])"
1822,9205090,,"array([-36.14660429,   0.83364725])"
1823,9301062,,"array([-36.09067003,   0.41582883])"
1824,9304164,,"array([-35.55321787,   0.80563599])"
1825,9409167,,"array([-35.89759874,   0.41072463])"
1826,9505027,,"array([-35.70490196,   0.80609351])"
1827,9801022,,"array([-35.1255483 ,   1.80155509])"
1828,9804185,,"array([-35.56623071,   1.04231474])"
1829,9808192,,"array([-35.17103184,   1.75452858])"
1830,9907154,,"array([-35.64288159,   0.95897132])"
1831,9301019,,"array([-35.16057519,   1.22975138])"
1832,9305020,,"array([-35.07030449,   0.98155376])"
1833,9505128,,"array([-35.10145198,   1.26036838])"
1834,9602016,,"array([-35.69251524,   1.25800853])"
1835,9603117,,"array([-35.14153879,   1.34151213])"
1836,9702027,,"array([-34.74595128,   0.87012201])"
1837,9707023,,"array([-35.05711658,   1.72358179])"
1838,9809102,,"array([-35.45398434,   1.59010897])"
1839,9809182,,"array([-35.00451276,   1.25647526])"
1840,9812189,,"array([-35.07111383,   1.12454101])"
1841,9906248,1999-06-04,"array([-35.3528325,   1.5184692])"
1842,9908115,,"array([-35.5159379,   1.4587708])"
1843,9908157,,"array([-34.44489833,   1.19894467])"
1844,9909022,,"array([-35.27349863,   1.56746885])"
1845,9911080,,"array([-35.03630808,   2.25376266])"
1846,1024,2000-01-04,"array([-35.08880965,   2.2662066 ])"
1847,9301050,,"array([-34.8675317 ,   2.97418051])"
1848,9512153,,"array([-34.84220092,   2.69183818])"
1849,9606139,,"array([-35.29015937,   2.45336135])"
1850,9704057,,"array([-35.45994145,   2.12131039])"
1851,9710129,,"array([-35.3544504 ,   2.23574029])"
1852,9811022,,"array([-35.19617062,   2.05705599])"
1853,9812074,,"array([-35.3478299 ,   2.04430736])"
1854,9904109,,"array([-35.14228105,   1.86419942])"
1855,9905196,,"array([-34.903716  ,   2.49324738])"
1856,9905217,1999-05-03,"array([-34.95445645,   2.66487939])"
1857,9907066,,"array([-34.8261778 ,   2.64485686])"
1858,9909007,,"array([-35.43044709,   2.52509432])"
1859,9909015,,"array([-35.2028565 ,   2.42717529])"
1860,9909098,,"array([-35.10080418,   2.26481271])"
1861,9910095,,"array([-35.01381235,   2.70030378])"
1862,9912081,,"array([-34.8837595,   2.6544094])"
1863,9912226,1999-12-02,"array([-35.16304818,   2.13291504])"
1864,9212029,,"array([-34.89232492,   3.00103416])"
1865,9301035,,"array([-34.90111537,   3.11934285])"
1866,9506106,,"array([-35.05778839,   2.6270712 ])"
1867,9507160,,"array([-35.00205182,   2.66595182])"
1868,9508058,,"array([-34.91354595,   2.63469791])"
1869,9511162,,"array([-34.99366867,   2.55950012])"
1870,9512012,,"array([-34.94500945,   2.63871741])"
1871,9307050,,"array([-35.43993148,   2.75251815])"
1872,9605049,,"array([-35.34168705,   2.77493322])"
1873,9607007,,"array([-35.6203279 ,   1.46858381])"
1874,9205115,,"array([-35.23870638,   1.4386708 ])"
1875,9501069,,"array([-35.85372977,   2.32110959])"
1876,9607185,,"array([-35.48707854,   2.24592669])"
1877,9608017,,"array([-35.6412027 ,   2.26543641])"
1878,9612008,,"array([-35.45863715,   2.46467387])"
1879,9612119,,"array([-35.48429705,   2.30799726])"
1880,9703060,,"array([-35.25140556,   2.26665684])"
1881,9703123,,"array([-35.53779362,   2.331051  ])"
1882,9703214,1997-03-03,"array([-35.41684642,   2.34128193])"
1883,9704009,,"array([-35.83215881,   2.3566861 ])"
1884,9307066,,"array([-36.16374446,   2.53784263])"
