# source, target, weight, time
438,131,-1,935568000
438,2251,1,959220000
438,12,0,977616000
438,439,1,977616000
438,1026,1,985500000
438,279,-1,985500000
438,277,1,990756000
438,274,0,990756000
438,131,0,990756000
438,466,1,1001268000
438,466,1,1040688000
438,620,0,1040688000
438,274,0,1040688000
438,536,0,1051200000
438,274,1,1051200000
438,370,0,1061712000
438,12,-1,1061712000
438,279,0,1061712000
438,800,0,1061712000
438,274,0,1061712000
438,466,1,1095876000
438,2573,0,1119528000
438,861,0,1119528000
438,411,0,1127412000
438,536,-1,1130040000
438,12,-1,1135296000
438,1107,0,1135296000
438,420,-1,1135296000
438,279,0,1135296000
439,546,1,890892000
439,438,-1,890892000
439,556,0,890892000
439,579,0,890892000
439,13,-1,890892000
439,131,0,890892000
439,438,-1,893519999
439,486,0,898776000
439,461,1,898776000
439,967,0,898776000
439,727,0,906660000
439,12,-1,914544000
439,97,0,914544000
439,881,0,927684000
439,802,1,927684000
439,466,0,927684000
439,1790,0,927684000
439,148,1,932939999
439,2290,1,932939999
439,2425,1,935568000
439,210,1,946080000
439,800,0,946080000
439,884,1,959220000
439,675,0,959220000
439,264,0,961848000
439,2425,1,961848000
439,1807,0,969732000
439,12,0,977616000
439,329,0,977616000
439,482,1,985500000
439,1596,0,985500000
439,730,-1,985500000
439,370,0,1009152000
439,97,-1,1009152000
439,351,-1,1009152000
439,279,-1,1009152000
439,1199,1,1014408000
439,2246,0,1014408000
439,578,1,1014408000
439,97,-1,1017036000
439,329,0,1024920000
439,234,1,1032804000
439,1194,1,1032804000
439,1196,0,1032804000
439,542,1,1038060000
439,884,1,1048572000
439,129,0,1048572000
439,2630,1,1048572000
439,1924,0,1056456000
439,945,1,1056456000
439,1674,1,1056456000
439,3325,1,1056456000
439,2169,0,1056456000
439,2246,0,1056456000
439,461,0,1056456000
439,2495,1,1066968000
439,3592,0,1066968000
439,1924,1,1085364000
439,1297,0,1085364000
439,1926,-1,1085364000
439,1926,1,1090620000
439,1997,1,1090620000
439,720,0,1095876000
439,1200,0,1095876000
439,1925,1,1098504000
439,451,1,1098504000
439,802,1,1111644000
439,1926,0,1111644000
439,982,0,1111644000
439,13,-1,1116900000
439,63,0,1116900000
439,1159,0,1116900000
439,1924,-1,1122156000
439,466,0,1122156000
439,1718,1,1122156000
439,658,0,1124784000
439,536,0,1124784000
439,3017,0,1124784000
439,1635,0,1130040000
439,3315,-1,1135296000
439,1293,0,1135296000
439,219,0,1143180000
439,495,0,1143180000
439,467,-1,1143180000
439,1710,1,1143180000
439,1481,1,1143180000
439,878,-1,1143180000
439,620,0,1145808000
439,63,1,1145808000
440,441,1,890892000
440,47,1,890892000
440,131,-1,890892000
440,681,1,893519999
440,682,1,893519999
440,555,0,904032000
440,642,1,904032000
440,44,0,904032000
440,989,1,930312000
440,2752,1,951336000
440,658,0,977616000
440,460,1,977616000
440,788,-1,977616000
440,1962,1,985500000
440,2162,0,985500000
440,2159,1,985500000
440,231,0,993384000
440,3210,0,1035432000
440,2202,-1,1035432000
440,3135,0,1035432000
440,3627,0,1035432000
440,1209,1,1077480000
441,506,-1,890892000
441,138,0,890892000
441,777,0,1001268000
441,16,0,1014408000
441,2611,0,1014408000
442,370,0,890892000
442,443,1,890892000
442,444,1,890892000
442,371,1,890892000
442,821,1,896148000
442,444,1,896148000
442,683,0,901403999
442,111,1,901403999
442,562,-1,901403999
442,2016,1,922428000
442,843,0,922428000
442,608,0,925055999
442,2067,1,925055999
442,579,0,925055999
442,563,0,925055999
442,683,0,948707999
442,576,1,948707999
442,561,0,948707999
442,2795,0,953964000
442,444,0,956591999
442,370,0,980243999
442,250,0,985500000
442,572,-1,988127999
442,474,1,988127999
442,3303,1,998640000
442,797,0,998640000
442,3304,0,998640000
442,171,-1,1011780000
442,565,0,1061712000
442,2232,0,1103760000
442,2220,0,1103760000
442,2335,0,1103760000
442,4451,0,1116900000
442,576,0,1116900000
442,472,0,1116900000
442,5880,0,1132668000
442,3924,0,1137924000
442,5850,1,1137924000
442,571,0,1137924000
443,560,1,890892000
443,465,0,925055999
443,715,0,948707999
443,544,-1,948707999
443,576,0,948707999
443,250,-1,956591999
443,2835,0,988127999
443,620,-1,1009152000
443,3608,-1,1019664000
443,1225,0,1019664000
443,474,1,1019664000
443,3880,0,1035432000
443,829,0,1048572000
443,1165,1,1080108000
443,73,0,1080108000
443,4466,0,1098504000
443,4052,1,1098504000
443,4695,1,1109016000
443,631,0,1109016000
443,4696,1,1109016000
443,4697,1,1109016000
443,2088,1,1111644000
443,1683,-1,1111644000
443,256,0,1111644000
443,4746,1,1111644000
443,3084,0,1114272000
443,562,0,1124784000
443,276,0,1132668000
443,4564,1,1137924000
443,4585,-1,1137924000
443,3585,-1,1137924000
443,3194,0,1140552000
444,276,0,890892000
444,529,0,890892000
444,560,0,890892000
444,608,0,890892000
444,131,1,890892000
444,778,1,893519999
444,562,1,893519999
444,821,0,896148000
444,491,1,896148000
444,460,0,901403999
444,1131,0,901403999
444,111,0,922428000
444,476,0,922428000
444,1528,0,922428000
444,1186,1,922428000
444,490,0,925055999
444,414,0,925055999
444,518,-1,956591999
444,370,0,988127999
444,443,1,988127999
444,1225,0,988127999
444,3186,0,988127999
444,3538,1,1011780000
444,572,-1,1011780000
444,269,0,1011780000
444,268,1,1011780000
444,411,0,1011780000
444,464,-1,1017036000
444,509,-1,1017036000
444,2411,0,1035432000
444,502,0,1048572000
444,260,0,1048572000
444,4244,1,1095876000
444,4048,0,1095876000
444,632,0,1103760000
444,683,1,1124784000
444,4615,0,1124784000
444,2835,1,1124784000
444,187,0,1124784000
444,3084,1,1124784000
444,3084,-1,1130040000
445,446,1,890892000
445,447,0,890892000
445,383,0,890892000
445,448,0,890892000
445,392,1,890892000
445,114,1,906660000
445,661,-1,906660000
445,1821,1,911916000
445,690,1,911916000
445,1148,1,911916000
445,391,-1,922428000
445,392,1,922428000
445,515,0,935568000
445,1176,0,935568000
445,719,-1,935568000
445,572,0,935568000
445,1838,1,943452000
445,2327,0,946080000
445,2643,0,946080000
445,1852,0,946080000
445,1923,0,946080000
445,2404,1,988127999
445,1056,0,988127999
445,1022,1,1003896000
445,496,0,1003896000
445,3450,-1,1019664000
445,684,0,1019664000
445,1122,0,1019664000
445,2391,1,1019664000
445,1053,0,1030176000
445,1982,1,1030176000
445,3055,1,1035432000
445,1387,0,1035432000
445,573,0,1035432000
445,1053,0,1051200000
445,1165,0,1053828000
445,3998,0,1053828000
445,4053,1,1053828000
445,1236,1,1064340000
445,1984,1,1114272000
445,4176,0,1127412000
445,2391,0,1127412000
445,814,0,1130040000
445,5676,1,1130040000
445,1510,-1,1130040000
445,333,-1,1132668000
445,1176,-1,1132668000
445,484,-1,1132668000
445,1213,0,1132668000
445,1189,1,1132668000
445,1989,0,1132668000
445,3918,0,1135296000
445,2847,0,1143180000
445,2346,1,1143180000
445,5817,1,1145808000
445,313,0,1145808000
445,3380,1,1145808000
445,1233,0,1145808000
445,6706,1,1145808000
445,1972,0,1145808000
446,454,0,890892000
446,477,0,890892000
446,41,0,890892000
446,227,-1,890892000
446,478,0,890892000
446,448,0,890892000
446,480,-1,896148000
446,1056,0,901403999
446,88,-1,904032000
446,1189,1,904032000
446,1175,1,904032000
446,1386,1,906660000
446,506,1,906660000
446,1441,1,906660000
446,1442,1,906660000
446,210,0,930312000
446,573,0,930312000
446,600,0,930312000
446,622,0,930312000
446,1488,-1,940823999
446,982,0,940823999
446,799,0,940823999
446,658,0,988127999
446,1547,1,988127999
446,502,0,988127999
446,455,0,996011999
446,741,1,996011999
446,1996,1,996011999
446,1423,0,1001268000
446,800,0,1001268000
446,1510,1,1003896000
446,16,1,1009152000
446,1032,-1,1009152000
446,2573,1,1009152000
446,2169,0,1009152000
446,1183,-1,1009152000
446,787,1,1017036000
446,1547,0,1019664000
446,572,0,1030176000
446,1130,0,1032804000
446,1386,1,1035432000
446,1978,1,1035432000
446,1510,0,1035432000
446,2295,0,1048572000
446,832,0,1048572000
446,1213,0,1048572000
446,2391,0,1048572000
446,2745,1,1051200000
446,41,0,1051200000
446,660,-1,1053828000
446,399,0,1053828000
446,752,0,1053828000
446,245,0,1053828000
446,1819,-1,1056456000
446,572,0,1056456000
446,975,1,1056456000
446,384,0,1056456000
446,746,0,1061712000
446,1518,1,1061712000
446,480,1,1064340000
446,476,1,1064340000
446,1180,0,1064340000
446,1177,0,1064340000
446,163,1,1072224000
446,636,0,1082736000
446,1622,0,1082736000
446,277,-1,1082736000
446,658,0,1093248000
446,672,0,1093248000
446,2295,0,1098504000
446,832,0,1098504000
446,484,1,1101132000
446,745,1,1101132000
446,392,1,1101132000
446,3907,-1,1101132000
446,658,0,1111644000
446,3607,1,1111644000
446,399,0,1114272000
446,41,1,1114272000
446,65,0,1116900000
446,1055,0,1122156000
446,2085,1,1124784000
446,1178,1,1127412000
446,112,0,1127412000
446,52,0,1127412000
446,1213,1,1127412000
446,579,0,1127412000
446,370,-1,1130040000
446,636,0,1130040000
446,88,0,1130040000
446,132,0,1130040000
446,642,0,1130040000
446,1539,1,1132668000
446,1055,1,1132668000
446,1964,0,1135296000
446,3214,0,1135296000
446,3395,1,1137924000
446,1747,0,1137924000
446,386,0,1143180000
446,451,1,1143180000
446,2188,1,1143180000
446,1056,0,1145808000
446,3174,0,1145808000
447,88,0,890892000
447,392,0,890892000
447,1197,1,904032000
447,826,1,904032000
447,1381,1,906660000
447,65,0,906660000
447,496,0,906660000
447,806,-1,927684000
447,873,0,927684000
447,2521,-1,938196000
447,88,0,982872000
447,1721,1,982872000
447,90,0,982872000
447,3370,-1,1003896000
447,141,1,1003896000
447,719,0,1003896000
447,3378,-1,1003896000
447,1405,0,1003896000
447,356,0,1014408000
447,1034,0,1022292000
447,2132,0,1061712000
447,3561,1,1061712000
447,446,0,1066968000
447,112,0,1066968000
447,1387,1,1066968000
447,1996,0,1066968000
447,2236,1,1069596000
447,90,0,1069596000
447,2391,0,1085364000
447,1089,0,1085364000
447,2233,0,1093248000
447,114,0,1093248000
447,4081,0,1093248000
447,2277,1,1093248000
447,2764,-1,1098504000
447,1240,1,1098504000
447,3622,1,1116900000
447,515,0,1116900000
447,3644,0,1116900000
447,3200,0,1116900000
447,3640,0,1127412000
447,87,0,1127412000
447,2550,0,1130040000
447,1471,0,1130040000
447,3644,0,1132668000
447,2759,1,1132668000
447,495,0,1132668000
447,603,1,1137924000
447,2646,0,1137924000
447,1781,-1,1137924000
447,2680,0,1137924000
447,2241,1,1140552000
447,1122,1,1145808000
447,3489,-1,1145808000
448,455,-1,890892000
448,91,1,890892000
448,481,0,890892000
448,573,0,890892000
448,384,0,890892000
448,274,1,904032000
448,1850,1,911916000
448,1845,0,911916000
448,2151,0,927684000
448,568,1,927684000
448,537,1,927684000
448,245,1,927684000
448,370,0,935568000
448,2672,0,946080000
448,2312,1,946080000
448,2673,1,946080000
448,2705,1,946080000
448,2693,1,977616000
448,2049,0,980243999
448,454,0,988127999
448,466,-1,988127999
448,455,-1,988127999
448,78,0,988127999
448,1064,0,988127999
448,3076,0,1011780000
448,3078,0,1011780000
448,3627,0,1022292000
448,1962,0,1024920000
448,960,0,1024920000
448,725,0,1027548000
448,960,0,1027548000
448,740,0,1027548000
448,967,0,1030176000
448,832,1,1032804000
448,970,1,1032804000
448,227,0,1032804000
448,461,0,1053828000
448,1108,0,1053828000
448,2875,1,1056456000
448,1145,1,1056456000
448,1618,0,1056456000
448,398,0,1059084000
448,1962,1,1059084000
448,960,0,1059084000
448,386,0,1059084000
448,499,-1,1061712000
448,111,0,1074852000
448,562,0,1074852000
448,609,1,1074852000
448,1400,0,1082736000
448,3781,0,1082736000
448,504,1,1087992000
448,370,0,1095876000
448,806,1,1095876000
448,2670,1,1103760000
448,967,0,1103760000
448,1703,1,1111644000
448,363,1,1111644000
448,2377,0,1135296000
448,2311,1,1135296000
448,2702,1,1135296000
448,967,1,1135296000
448,1932,1,1143180000
448,73,0,1143180000
448,1923,0,1143180000
449,91,0,890892000
449,450,1,890892000
449,451,0,890892000
449,658,-1,906660000
449,1395,-1,906660000
449,1396,0,906660000
449,91,0,925055999
449,896,-1,938196000
449,1618,0,938196000
449,802,-1,977616000
449,112,-1,1035432000
449,2902,-1,1130040000
449,3926,1,1130040000
449,1034,-1,1130040000
450,91,-1,890892000
450,451,-1,890892000
450,263,0,890892000
450,114,-1,906660000
450,702,0,906660000
450,1520,1,906660000
450,1610,-1,906660000
450,1814,-1,909287999
450,449,0,925055999
450,91,-1,925055999
450,1310,1,938196000
450,2558,1,938196000
450,2920,1,969732000
450,2277,-1,1001268000
450,1776,-1,1003896000
450,117,1,1003896000
450,495,-1,1003896000
450,1618,0,1003896000
450,3519,0,1024920000
450,2277,1,1024920000
450,1599,1,1035432000
450,1948,-1,1035432000
450,1457,0,1035432000
450,3994,1,1048572000
450,2022,0,1048572000
450,446,1,1053828000
450,1547,-1,1053828000
450,741,1,1053828000
450,1183,-1,1053828000
450,411,0,1053828000
450,735,0,1056456000
450,1137,1,1056456000
450,1700,1,1059084000
450,3592,0,1059084000
450,150,-1,1061712000
450,890,-1,1061712000
450,2281,1,1064340000
450,2206,1,1066968000
450,95,1,1093248000
450,1130,-1,1093248000
450,2224,0,1095876000
450,1620,1,1098504000
450,383,1,1098504000
450,395,1,1098504000
450,1653,-1,1098504000
450,2022,0,1098504000
450,1177,-1,1098504000
450,832,0,1111644000
450,3534,0,1111644000
450,2425,1,1124784000
450,297,1,1130040000
450,148,0,1130040000
450,3107,0,1130040000
450,1243,0,1130040000
450,4517,0,1130040000
450,2315,1,1130040000
450,1200,0,1130040000
450,2022,1,1130040000
450,3592,1,1130040000
450,1274,1,1137924000
450,959,1,1137924000
450,132,1,1137924000
450,7105,-1,1143180000
450,2513,-1,1143180000
450,6722,0,1145808000
450,3123,0,1145808000
450,470,-1,1145808000
451,263,1,890892000
451,578,0,890892000
451,449,1,925055999
451,1561,1,925055999
451,450,-1,925055999
451,1479,1,925055999
451,1244,0,956591999
451,279,0,956591999
451,123,0,956591999
451,236,-1,988127999
451,827,1,1011780000
451,2994,0,1011780000
451,1970,0,1011780000
451,691,-1,1022292000
451,960,0,1024920000
451,1024,0,1032804000
451,960,1,1032804000
451,495,0,1032804000
451,131,0,1032804000
451,1026,1,1035432000
451,97,0,1035432000
451,460,0,1035432000
451,63,0,1035432000
451,111,0,1051200000
451,3198,1,1051200000
451,3260,1,1051200000
451,2202,1,1051200000
451,370,0,1066968000
451,97,-1,1066968000
451,1316,1,1066968000
451,1596,0,1066968000
451,909,-1,1080108000
451,832,0,1082736000
451,35,1,1082736000
451,579,-1,1082736000
451,1563,1,1098504000
451,848,0,1098504000
451,1826,0,1127412000
451,1201,-1,1130040000
451,1926,1,1130040000
451,703,1,1143180000
451,5116,1,1143180000
451,2886,0,1145808000
452,453,0,890892000
452,818,1,896148000
452,180,-1,896148000
452,181,-1,896148000
452,117,1,896148000
452,5,0,896148000
452,1404,0,906660000
452,1405,0,906660000
452,1482,0,925055999
452,87,0,925055999
452,1827,1,943452000
452,2649,1,943452000
452,3457,0,1006524000
452,1025,0,1006524000
452,1431,1,1006524000
452,3458,1,1006524000
452,1025,0,1019664000
452,946,0,1030176000
452,1034,0,1051200000
452,90,0,1051200000
452,88,1,1064340000
452,1537,-1,1064340000
452,992,0,1064340000
452,462,1,1066968000
452,4272,1,1074852000
452,1399,1,1098504000
452,763,1,1098504000
452,309,1,1098504000
452,1536,0,1098504000
452,3239,1,1098504000
452,2612,0,1098504000
452,817,0,1127412000
452,1092,0,1127412000
452,4511,0,1127412000
452,719,-1,1127412000
452,4204,0,1127412000
452,3643,0,1127412000
452,670,1,1130040000
452,1535,0,1132668000
452,5297,1,1135296000
452,5311,1,1135296000
452,4186,0,1135296000
452,4204,0,1135296000
452,338,1,1137924000
452,6602,0,1137924000
452,1697,0,1137924000
452,2110,1,1140552000
452,108,0,1140552000
452,5429,0,1145808000
453,601,0,890892000
453,806,1,896148000
453,852,0,896148000
453,873,0,896148000
453,0,0,906660000
453,1490,1,1022292000
453,1092,0,1064340000
453,1034,0,1064340000
453,90,1,1064340000
453,741,-1,1127412000
454,382,0,890892000
454,445,1,890892000
454,455,0,890892000
454,456,0,890892000
454,383,1,890892000
454,457,1,890892000
454,683,0,893519999
454,329,0,893519999
454,210,0,893519999
454,518,0,893519999
454,578,1,893519999
454,912,1,898776000
454,164,1,898776000
454,383,0,898776000
454,913,0,898776000
454,230,0,898776000
454,1026,0,906660000
454,1306,1,906660000
454,559,0,906660000
454,830,0,906660000
454,672,0,906660000
454,1307,1,906660000
454,2,0,906660000
454,301,0,906660000
454,1180,1,906660000
454,573,0,906660000
454,1240,1,906660000
454,323,1,906660000
454,1159,0,906660000
454,727,1,911916000
454,460,0,911916000
454,967,0,927684000
454,255,0,927684000
454,446,0,930312000
454,460,1,930312000
454,658,0,935568000
454,536,-1,935568000
454,185,0,935568000
454,457,1,935568000
454,1107,0,938196000
454,486,-1,940823999
454,225,0,940823999
454,1176,0,946080000
454,912,0,969732000
454,1107,-1,969732000
454,1031,1,969732000
454,65,1,988127999
454,446,1,996011999
454,741,0,996011999
454,1996,1,996011999
454,573,1,996011999
454,210,0,1001268000
454,1790,0,1001268000
454,730,0,1003896000
454,1056,1,1003896000
454,1256,0,1003896000
454,1159,0,1003896000
454,482,0,1017036000
454,495,-1,1017036000
454,740,0,1017036000
454,418,1,1017036000
454,1439,0,1022292000
454,655,0,1022292000
454,579,0,1022292000
454,1293,1,1022292000
454,131,-1,1022292000
454,126,0,1030176000
454,636,0,1032804000
454,2396,1,1032804000
454,146,1,1032804000
454,3780,1,1032804000
454,636,0,1035432000
454,2929,-1,1035432000
454,148,0,1035432000
454,1563,0,1035432000
454,1394,1,1035432000
454,1718,0,1035432000
454,41,1,1035432000
454,1159,1,1035432000
454,565,1,1043316000
454,3664,1,1051200000
454,1196,-1,1051200000
454,486,0,1056456000
454,1996,1,1056456000
454,573,1,1056456000
454,298,1,1056456000
454,131,0,1056456000
454,250,-1,1059084000
454,622,-1,1059084000
454,499,0,1059084000
454,634,1,1059084000
454,131,1,1059084000
454,1024,0,1072224000
454,8,0,1072224000
454,1926,0,1072224000
454,982,1,1072224000
454,1307,1,1082736000
454,1710,1,1082736000
454,3449,-1,1082736000
454,1924,1,1090620000
454,103,1,1111644000
454,3107,1,1111644000
454,495,1,1111644000
454,439,0,1116900000
454,1924,0,1122156000
454,3123,0,1122156000
454,982,-1,1122156000
454,1026,1,1127412000
454,1012,1,1127412000
454,329,1,1127412000
454,286,0,1127412000
454,23,0,1130040000
454,132,1,1130040000
454,363,0,1130040000
454,912,0,1132668000
454,164,0,1132668000
454,1880,-1,1132668000
454,1166,1,1135296000
454,3102,-1,1135296000
454,970,0,1135296000
454,949,1,1143180000
454,3592,1,1143180000
454,3788,1,1145808000
454,439,0,1145808000
454,4758,1,1145808000
454,1293,0,1145808000
455,481,0,890892000
455,482,0,890892000
455,457,0,890892000
455,483,1,890892000
455,1103,0,906660000
455,201,0,911916000
455,448,1,911916000
455,967,-1,911916000
455,559,1,925055999
455,486,-1,925055999
455,1111,1,925055999
455,578,0,925055999
455,578,1,927684000
455,1256,0,930312000
455,33,0,932939999
455,967,0,932939999
455,1024,-1,940823999
455,1103,-1,940823999
455,2670,0,946080000
455,912,1,946080000
455,2192,1,946080000
455,311,1,948707999
455,652,1,948707999
455,41,0,948707999
455,97,-1,961848000
455,735,-1,961848000
455,572,1,972359999
455,2246,1,972359999
455,2992,1,972359999
455,2672,1,977616000
455,2246,-1,977616000
455,884,1,985500000
455,439,-1,985500000
455,927,1,985500000
455,499,-1,985500000
455,1107,0,988127999
455,299,0,988127999
455,35,-1,988127999
455,454,0,996011999
455,333,1,996011999
455,481,1,996011999
455,27,1,998640000
455,1927,1,998640000
455,206,1,1001268000
455,123,0,1001268000
455,1488,0,1014408000
455,234,1,1014408000
455,156,1,1019664000
455,163,1,1019664000
455,800,1,1022292000
455,1024,0,1024920000
455,1196,0,1024920000
455,466,1,1030176000
455,642,0,1032804000
455,1465,0,1032804000
455,634,0,1032804000
455,740,0,1038060000
455,2078,1,1040688000
455,1107,0,1040688000
455,386,0,1040688000
455,177,0,1040688000
455,2795,1,1043316000
455,128,1,1048572000
455,386,0,1048572000
455,454,1,1056456000
455,672,1,1056456000
455,634,1,1056456000
455,274,0,1056456000
455,466,-1,1064340000
455,258,1,1064340000
455,2262,0,1064340000
455,2887,-1,1066968000
455,52,0,1066968000
455,177,-1,1066968000
455,800,-1,1066968000
455,1930,1,1072224000
455,719,1,1072224000
455,536,-1,1080108000
455,609,0,1080108000
455,691,-1,1082736000
455,3770,-1,1082736000
455,672,0,1082736000
455,579,0,1082736000
455,186,1,1093248000
455,2311,0,1093248000
455,506,1,1103760000
455,3025,1,1103760000
455,3883,-1,1106388000
455,972,1,1106388000
455,560,1,1106388000
455,585,0,1109016000
455,1026,0,1111644000
455,3883,1,1111644000
455,2717,1,1111644000
455,620,0,1119528000
455,1819,1,1127412000
455,2573,0,1127412000
455,2573,1,1127412000
455,585,0,1127412000
455,3988,0,1130040000
455,1845,1,1135296000
455,1211,1,1135296000
455,4624,1,1137924000
455,3848,1,1137924000
455,3592,1,1137924000
455,658,0,1143180000
455,2887,1,1143180000
455,3078,0,1143180000
456,572,-1,890892000
456,573,0,890892000
456,483,1,890892000
456,1521,1,906660000
456,1190,1,938196000
456,1504,1,938196000
456,383,0,938196000
456,848,0,938196000
456,912,-1,969732000
456,454,-1,1003896000
456,559,0,1003896000
456,47,1,1003896000
456,91,0,1035432000
456,1107,0,1035432000
456,1814,0,1035432000
456,457,1,1035432000
456,1746,1,1066968000
456,545,1,1066968000
456,408,0,1098504000
456,148,0,1098504000
456,559,-1,1098504000
456,383,-1,1098504000
456,4214,1,1130040000
457,486,0,890892000
457,573,0,890892000
457,448,0,890892000
457,1265,1,906660000
457,559,0,938196000
457,740,0,938196000
457,274,0,938196000
457,337,0,961848000
457,741,1,961848000
457,1710,0,961848000
457,1307,0,969732000
457,1532,0,969732000
457,337,-1,993384000
457,460,0,993384000
457,1392,0,993384000
457,1656,0,993384000
457,559,0,1003896000
457,1107,-1,1003896000
457,672,0,1003896000
457,370,0,1035432000
457,451,0,1035432000
457,568,1,1035432000
457,63,0,1035432000
457,2889,1,1066968000
457,2223,1,1130040000
457,884,0,1130040000
457,156,1,1140552000
457,5248,1,1140552000
458,459,1,890892000
458,568,-1,890892000
458,245,-1,890892000
458,461,-1,890892000
458,1551,1,906660000
458,125,-1,906660000
458,1460,1,914544000
458,568,-1,927684000
458,466,-1,935568000
458,276,0,935568000
458,2406,0,935568000
458,1054,0,935568000
458,568,0,935568000
458,1024,-1,938196000
458,1621,0,946080000
458,1811,-1,977616000
458,2223,0,1009152000
458,3003,1,1061712000
458,245,0,1061712000
458,238,1,1061712000
458,4649,1,1106388000
458,4286,1,1106388000
458,460,-1,1106388000
458,298,-1,1106388000
458,461,-1,1106388000
458,72,1,1124784000
458,582,0,1124784000
458,1580,0,1124784000
458,1617,1,1130040000
458,3360,1,1145808000
459,548,0,890892000
459,582,-1,890892000
459,460,0,890892000
459,568,0,890892000
459,582,-1,919800000
459,329,-1,919800000
459,460,1,919800000
459,757,1,935568000
459,860,0,935568000
459,740,0,935568000
459,2987,1,972359999
459,2803,0,972359999
459,2989,1,972359999
459,361,0,972359999
459,1818,0,985500000
459,245,0,985500000
459,3271,1,996011999
459,460,0,996011999
459,1580,1,996011999
459,788,-1,1048572000
459,461,0,1048572000
459,121,1,1053828000
459,2989,0,1053828000
459,1407,0,1061712000
459,329,0,1061712000
459,4346,1,1085364000
459,2510,1,1111644000
459,333,0,1111644000
459,879,-1,1111644000
459,3601,1,1111644000
459,2989,0,1124784000
459,329,0,1124784000
459,3532,-1,1124784000
459,3271,0,1130040000
459,1932,0,1130040000
459,2279,1,1130040000
459,3442,0,1135296000
459,6391,0,1135296000
459,2998,-1,1135296000
459,1818,0,1145808000
459,4343,0,1145808000
460,458,1,890892000
460,245,1,890892000
460,461,0,890892000
460,464,0,898776000
460,879,-1,898776000
460,284,1,901403999
460,1130,0,901403999
460,1131,1,901403999
460,1708,0,906660000
460,1596,0,906660000
460,12,0,911916000
460,454,0,911916000
460,329,0,911916000
460,658,0,914544000
460,30,0,914544000
460,642,1,914544000
460,1676,0,914544000
460,967,1,914544000
460,251,-1,919800000
460,245,0,919800000
460,298,1,919800000
460,461,0,919800000
460,536,0,927684000
460,123,0,927684000
460,622,0,930312000
460,254,1,935568000
460,201,1,935568000
460,55,1,935568000
460,2464,1,938196000
460,691,0,946080000
460,184,1,946080000
460,522,1,948707999
460,30,1,953964000
460,251,1,953964000
460,582,0,953964000
460,298,1,953964000
460,456,1,969732000
460,730,0,969732000
460,451,-1,972359999
460,658,0,977616000
460,2465,1,977616000
460,1676,0,977616000
460,622,0,977616000
460,1781,1,980243999
460,361,1,985500000
460,461,0,985500000
460,61,1,988127999
460,78,-1,988127999
460,384,1,988127999
460,255,0,988127999
460,1818,-1,990756000
460,1079,1,993384000
460,913,1,993384000
460,65,0,993384000
460,1580,0,996011999
460,206,1,998640000
460,274,0,998640000
460,464,1,1001268000
460,879,0,1001268000
460,536,0,1001268000
460,210,0,1001268000
460,486,0,1003896000
460,1577,0,1009152000
460,642,1,1009152000
460,210,-1,1009152000
460,1676,-1,1009152000
460,788,1,1017036000
460,245,0,1017036000
460,2254,1,1019664000
460,1107,0,1019664000
460,741,0,1019664000
460,384,1,1019664000
460,724,0,1022292000
460,1932,1,1022292000
460,1079,1,1024920000
460,1710,0,1024920000
460,12,-1,1032804000
460,658,1,1032804000
460,559,0,1032804000
460,2188,1,1032804000
460,198,1,1032804000
460,1710,1,1032804000
460,274,0,1032804000
460,131,1,1032804000
460,1087,0,1035432000
460,258,1,1038060000
460,1481,-1,1038060000
460,499,1,1038060000
460,652,1,1040688000
460,1676,1,1040688000
460,622,-1,1040688000
460,1676,1,1043316000
460,459,1,1048572000
460,245,1,1048572000
460,461,-1,1048572000
460,1927,0,1053828000
460,1532,1,1053828000
460,860,-1,1053828000
460,2889,0,1056456000
460,622,0,1056456000
460,1580,1,1061712000
460,1256,1,1061712000
460,1307,0,1066968000
460,63,0,1066968000
460,1185,1,1080108000
460,2886,0,1080108000
460,1710,1,1080108000
460,691,-1,1082736000
460,2573,0,1082736000
460,2889,1,1087992000
460,832,1,1093248000
460,271,-1,1098504000
460,3017,0,1098504000
460,622,-1,1098504000
460,1818,0,1106388000
460,4649,0,1106388000
460,4286,1,1106388000
460,298,0,1106388000
460,461,0,1106388000
460,91,0,1116900000
460,2651,1,1122156000
460,4870,1,1122156000
460,3835,1,1122156000
460,3788,1,1122156000
460,1937,-1,1124784000
460,335,1,1124784000
460,2251,1,1124784000
460,129,0,1130040000
460,3017,1,1130040000
460,1790,1,1130040000
460,2675,1,1132668000
460,609,0,1135296000
460,3003,1,1137924000
460,788,1,1137924000
460,4470,0,1137924000
460,298,1,1137924000
460,238,0,1137924000
460,6659,0,1137924000
460,3102,0,1143180000
460,3149,-1,1143180000
460,3107,0,1143180000
460,1710,-1,1143180000
460,3907,1,1143180000
460,2142,1,1143180000
460,3100,0,1145808000
460,5913,1,1145808000
460,222,0,1145808000
461,440,0,890892000
461,469,1,890892000
461,582,0,890892000
461,556,0,890892000
461,459,1,890892000
461,568,1,890892000
461,245,1,890892000
461,620,-1,890892000
461,464,-1,898776000
461,572,1,898776000
461,568,1,898776000
461,292,1,898776000
461,370,0,901403999
461,329,-1,901403999
461,210,0,901403999
461,129,-1,906660000
461,582,0,919800000
461,329,0,919800000
461,245,1,919800000
461,757,1,922428000
461,522,0,922428000
461,2044,1,922428000
461,225,0,927684000
461,1407,0,935568000
461,329,0,935568000
