# index, name, date, _pos
5075,9129,2000-09-11,"array([-21.00993005,  -1.8934315 ])"
5076,9172,2000-09-14,"array([-20.87916066,  -1.87855161])"
5077,9173,2000-09-14,"array([-20.92185893,  -1.967166  ])"
5078,10274,2000-10-24,"array([-20.89633275,  -1.92861501])"
5079,11027,2000-11-02,"array([-20.95801719,  -2.03706841])"
5080,11034,2000-11-02,"array([-20.88958203,  -1.91529321])"
5081,9504310,1995-04-16,"array([-20.85130534,  -1.90456881])"
5082,9812516,1998-12-29,"array([-20.90412763,  -2.06560376])"
5083,9905356,1999-05-16,"array([-20.86214834,  -2.08119863])"
5084,107003,2001-06-30,"array([-20.83960247,  -2.0086313 ])"
5085,112028,2001-12-03,"array([-20.79248282,  -2.06726356])"
5086,112206,2001-12-14,"array([-20.8582443,  -2.0494512])"
5087,103269,2001-03-25,"array([-20.97316734,  -1.88096703])"
5088,105009,2001-05-01,"array([-20.88497676,  -1.95847352])"
5089,9409246,1994-09-07,"array([-20.94578244,  -1.83149463])"
5090,9604404,1996-04-25,"array([-20.90418317,  -1.86007741])"
5091,4159,2000-04-17,"array([-20.84087086,  -1.78417577])"
5092,9208233,1992-08-19,"array([-20.63828232,  -1.59017438])"
5093,9811426,1998-11-20,"array([-20.60054021,  -1.70074122])"
5094,9906548,1999-06-30,"array([-21.09330898,  -2.17597253])"
5095,101289,2001-01-25,"array([-20.91259305,  -2.07153507])"
5096,107223,2001-07-20,"array([-20.64093849,  -1.79570387])"
5097,9809290,1998-09-07,"array([-21.47830931,  -1.33683803])"
5098,9801282,1998-01-13,"array([-21.10150879,  -1.89213114])"
5099,9807286,1998-07-08,"array([-21.04251943,  -1.83554543])"
5100,3215,2000-03-22,"array([-20.95128773,  -1.88552098])"
5101,7021,2000-07-04,"array([-20.75773619,  -1.22578666])"
5102,10049,2000-10-06,"array([-20.69321787,  -1.94009741])"
5103,10225,2000-10-19,"array([-20.99617554,  -2.06039511])"
5104,12013,2000-12-01,"array([-20.91802859,  -2.00812577])"
5105,12311,2000-12-22,"array([-20.91466049,  -1.85993551])"
5106,9401320,1994-01-25,"array([-21.40716699,  -2.23473059])"
5107,9508206,1995-08-01,"array([-21.38499162,  -2.1075997 ])"
5108,9712344,1997-12-11,"array([-21.1595372 ,  -2.04570763])"
5109,9905377,1999-05-17,"array([-21.50908267,  -1.40616055])"
5110,8217,2000-08-21,"array([-20.81127294,  -2.14128596])"
5111,9302270,1993-02-17,"array([-20.85122803,  -2.03157129])"
5112,9407314,1994-07-18,"array([-20.67559161,  -1.99777999])"
5113,9303261,1993-03-15,"array([-20.53792475,  -1.8787589 ])"
5114,9511208,1995-11-01,"array([-20.95358717,  -1.6848372 ])"
5115,9510232,1995-10-05,"array([-21.48209961,  -1.87374974])"
5116,9602375,1996-02-23,"array([-21.36777468,  -1.928561  ])"
5117,9811347,1998-11-16,"array([-20.87570392,  -1.91833368])"
5118,9906445,1999-06-22,"array([-21.09693222,  -1.90906016])"
5119,110107,2001-10-08,"array([-20.88419073,  -2.00308967])"
5120,105150,2001-05-15,"array([-20.87497954,  -1.95051963])"
5121,107265,2001-07-25,"array([-20.90620083,  -1.9292182 ])"
5122,108178,2001-08-22,"array([-20.93702354,  -2.02865003])"
5123,108210,2001-08-24,"array([-20.93918031,  -1.96697819])"
5124,108260,2001-08-30,"array([-20.79468408,  -1.93705816])"
5125,109095,2001-09-11,"array([-20.89559189,  -2.04742914])"
5126,212228,,"array([-21.57120661,  -0.92104437])"
5127,206020,,"array([-21.31791447,  -0.95772569])"
5128,206021,,"array([-21.36326705,  -0.96789278])"
5129,211124,,"array([-21.29506597,  -1.00750359])"
5130,211218,,"array([-21.38132228,  -1.03774145])"
5131,202089,2002-02-11,"array([-21.33899625,  -0.9550478 ])"
5132,204193,,"array([-21.38834417,  -1.06709547])"
5133,9610237,1996-10-03,"array([-21.41920466,  -0.83644616])"
5134,9903451,1999-03-22,"array([-21.30729141,  -1.12950928])"
5135,4091,2000-04-10,"array([-21.20273017,  -1.10727947])"
5136,5084,2000-05-09,"array([-21.52689649,  -1.23638079])"
5137,102307,2001-02-26,"array([-21.08199655,  -1.05953553])"
5138,107331,2001-07-31,"array([-21.09826005,  -1.04303568])"
5139,111327,2001-11-26,"array([-21.03982495,  -1.02655772])"
5140,201148,2002-01-16,"array([-21.19188182,  -0.89669561])"
5141,202093,2002-02-10,"array([-21.21575106,  -0.97357617])"
5142,204109,,"array([-21.28457996,  -0.92889207])"
5143,206023,,"array([-21.3098813 ,  -0.87293097])"
5144,206029,,"array([-21.04731759,  -1.06537746])"
5145,207164,,"array([-21.13819126,  -0.99506562])"
5146,207243,,"array([-21.41781925,  -0.90672893])"
5147,210133,,"array([-21.16208109,  -0.99829802])"
5148,210134,,"array([-21.03971036,  -1.05430664])"
5149,210257,,"array([-21.04625883,  -0.99988201])"
5150,210415,,"array([-21.42357951,  -0.91007901])"
5151,9412309,1994-07-02,"array([-21.51834889,  -1.01965717])"
5152,109036,2001-09-05,"array([-21.84962032,  -1.10288795])"
5153,109068,2001-09-09,"array([-21.76633757,  -1.14809505])"
5154,202176,2002-02-19,"array([-21.75339434,  -1.23920307])"
5155,204222,,"array([-21.84209949,  -1.14776404])"
5156,205106,,"array([-21.16119816,  -1.14394762])"
5157,206124,,"array([-21.67233393,  -0.99317947])"
5158,211009,,"array([-21.54389935,  -1.28845556])"
5159,9908433,1999-08-23,"array([-21.70882443,  -1.08080184])"
5160,207275,,"array([-20.75656591,  -1.14680402])"
5161,9411206,1994-11-02,"array([-20.65306692,  -1.2058922 ])"
5162,9906513,1999-06-25,"array([-20.98292935,  -1.16214927])"
5163,9906523,1999-06-28,"array([-20.95713172,  -1.16943694])"
5164,9809406,1998-09-15,"array([-21.0519787 ,  -1.12777475])"
5165,9812296,1998-12-09,"array([-20.98743472,  -1.17035661])"
5166,9812365,1998-12-15,"array([-20.92985465,  -1.19633587])"
5167,9902381,1999-02-17,"array([-20.96671196,  -1.18958665])"
5168,9903319,1999-03-11,"array([-21.00989209,  -1.13892239])"
5169,9903524,1999-03-30,"array([-20.90175034,  -1.1763649 ])"
5170,9904221,1999-04-02,"array([-21.07017483,  -1.13040075])"
5171,9904383,1999-04-19,"array([-20.90568128,  -1.20716101])"
5172,9904485,1999-04-29,"array([-20.98955969,  -1.1378967 ])"
5173,9904495,1999-04-29,"array([-20.97535108,  -1.15567125])"
5174,9905204,1999-05-03,"array([-20.97968449,  -1.14744248])"
5175,9905244,1999-05-04,"array([-20.95352667,  -1.11149498])"
5176,9905487,1999-05-26,"array([-20.97009469,  -1.18036786])"
5177,9905577,1999-05-31,"array([-21.08396626,  -1.06884894])"
5178,9906265,1999-06-05,"array([-21.13567724,  -1.10569394])"
5179,9709320,1997-09-12,"array([-20.81777109,  -1.29855191])"
5180,9909496,1999-09-23,"array([-20.91892409,  -1.16869464])"
5181,9402311,1994-02-17,"array([-20.80827376,  -0.54003346])"
5182,9802223,1998-02-03,"array([-21.31179808,  -1.76610703])"
5183,9208248,1992-08-25,"array([-21.29512199,  -1.94912943])"
5184,9211296,1992-11-23,"array([-21.25902843,  -1.9193222 ])"
5185,9306214,1993-06-02,"array([-21.32285545,  -1.73161782])"
5186,9310216,1993-10-04,"array([-21.27466549,  -1.85100025])"
5187,9408238,1994-08-05,"array([-21.33384332,  -1.76907454])"
5188,9502391,1995-02-27,"array([-21.23485218,  -1.71735012])"
5189,9508242,1995-08-04,"array([-21.4126869 ,  -1.74410111])"
5190,9512363,1995-12-19,"array([-21.34517967,  -1.70128107])"
5191,9605365,1996-05-21,"array([-21.38937213,  -1.7417876 ])"
5192,9608277,1996-08-09,"array([-21.35939755,  -1.73591312])"
5193,9612463,1996-12-24,"array([-21.30716812,  -1.80395183])"
5194,9701212,1997-01-03,"array([-21.34364677,  -1.90050005])"
5195,9203222,1992-03-27,"array([-21.5840537,  -1.6794729])"
5196,9204237,1992-04-29,"array([-21.29595196,  -1.67505202])"
5197,9207217,1992-07-07,"array([-21.34766247,  -1.72664638])"
5198,9209277,1992-09-24,"array([-21.38534595,  -1.694023  ])"
5199,9211216,1992-11-06,"array([-21.34559775,  -1.78402339])"
5200,9211222,1992-11-06,"array([-21.30822339,  -1.78503182])"
5201,9908363,1999-08-16,"array([-21.37294281,  -1.69933845])"
5202,9908364,1999-08-16,"array([-21.39653058,  -1.80006627])"
5203,9212277,1992-12-17,"array([-21.20349601,  -1.9130348 ])"
5204,9304309,1993-04-27,"array([-21.19291849,  -1.89259111])"
5205,9602242,1996-02-07,"array([-21.3065107 ,  -1.77125724])"
5206,9403253,1994-03-09,"array([-21.34540133,  -1.73239397])"
5207,9307216,1993-07-02,"array([-21.38030723,  -1.66996991])"
5208,9311232,1993-11-05,"array([-21.3969414 ,  -1.56786396])"
5209,9504231,1995-04-05,"array([-21.35515237,  -1.65791168])"
5210,9505289,1995-05-11,"array([-21.40387323,  -1.53405128])"
5211,9509358,1995-09-22,"array([-21.32933974,  -1.66459437])"
5212,9510294,1995-10-14,"array([-21.30566353,  -1.71080034])"
5213,9510377,1995-10-23,"array([-21.42475097,  -1.62655622])"
5214,9511392,1995-11-22,"array([-21.51291983,  -1.54906817])"
5215,9304286,1993-04-21,"array([-21.14061744,  -1.77412596])"
5216,9304319,1993-04-30,"array([-21.32370724,  -1.83977242])"
5217,9407303,1994-07-15,"array([-21.2417665 ,  -1.57447315])"
5218,9409408,1994-09-26,"array([-21.20001569,  -1.63099979])"
5219,9411215,1994-11-03,"array([-21.18768819,  -1.85103205])"
5220,9405392,1994-05-26,"array([-21.44429328,  -2.05628638])"
5221,9409358,1994-09-19,"array([-21.45736993,  -1.64942905])"
5222,9511264,1995-11-08,"array([-21.72478203,  -1.87360361])"
5223,9208201,1992-08-03,"array([-21.25343993,  -1.72083593])"
5224,9603298,1996-03-13,"array([-21.22682205,  -1.70272577])"
5225,9607243,1996-07-04,"array([-21.31658574,  -1.65741112])"
5226,9607418,1996-07-24,"array([-21.40126859,  -1.62635047])"
5227,9702300,1997-02-10,"array([-21.35323331,  -1.68010296])"
5228,9305349,1993-05-31,"array([-21.20043654,  -2.07965365])"
5229,9311287,1993-11-12,"array([-21.12138876,  -2.02822523])"
5230,9405360,1994-05-23,"array([-21.38437155,  -1.67926768])"
5231,9406284,1993-06-11,"array([-21.34670615,  -1.65699901])"
5232,9406359,1994-06-22,"array([-21.35246816,  -1.80967182])"
5233,9407336,1994-07-20,"array([-21.31181983,  -2.02482688])"
5234,9409259,1994-09-08,"array([-21.33791087,  -1.70241173])"
5235,9504429,1995-04-28,"array([-21.191115  ,  -1.78788897])"
5236,9602372,1996-02-23,"array([-21.3516242 ,  -1.94716081])"
5237,9604349,1996-04-17,"array([-21.45928102,  -1.74909766])"
5238,9303291,1993-03-23,"array([-21.34655582,  -0.99000341])"
5239,9407291,1994-07-14,"array([-21.35812102,  -1.02411551])"
5240,9411233,1994-11-07,"array([-21.34863984,  -0.95635381])"
5241,9412332,1994-12-20,"array([-21.21746006,  -0.89401854])"
5242,9609463,1996-09-25,"array([-21.44204375,  -1.09475042])"
5243,9712234,1997-12-02,"array([-21.38993281,  -1.08730079])"
5244,9801353,1998-01-20,"array([-21.34423022,  -1.0322033 ])"
5245,9801449,1998-01-30,"array([-21.26473941,  -0.98704386])"
5246,9808275,1998-08-10,"array([-21.34426174,  -1.09295909])"
5247,9810374,1998-10-15,"array([-21.32537308,  -1.08450662])"
5248,9810442,1998-10-21,"array([-21.24595588,  -1.04438399])"
5249,9812397,1998-12-16,"array([-21.14319627,  -1.08615462])"
5250,9904250,1999-04-06,"array([-21.33065777,  -1.01772255])"
5251,9904378,1999-04-18,"array([-21.28161472,  -1.03070104])"
5252,9905215,1999-05-03,"array([-21.26691311,  -1.12852056])"
5253,9908309,1999-08-09,"array([-21.30550612,  -1.05318146])"
5254,9909334,1999-09-12,"array([-21.29451367,  -1.04987753])"
5255,9405233,1994-05-05,"array([-21.36024987,  -0.99607122])"
5256,9407404,1994-07-29,"array([-21.30989497,  -0.99267385])"
5257,9512230,1995-12-04,"array([-21.39236779,  -0.97372828])"
5258,9607421,1996-07-24,"array([-21.34432208,  -1.02548156])"
5259,9610242,1996-10-04,"array([-21.46223651,  -1.28994156])"
5260,9611217,1996-11-03,"array([-21.28326091,  -1.12263487])"
5261,9702333,1997-02-13,"array([-21.22462136,  -0.9574816 ])"
5262,9702359,1997-02-18,"array([-21.14836435,  -0.99150111])"
5263,9707249,1997-07-04,"array([-21.19716284,  -1.0290528 ])"
5264,9708364,1997-08-15,"array([-21.26093747,  -1.01900464])"
5265,9710473,1997-10-25,"array([-21.34646971,  -1.05486782])"
5266,9805275,1998-05-10,"array([-21.37990695,  -1.05022903])"
5267,9806430,1998-06-21,"array([-21.1638174,  -1.0669245])"
5268,9810411,1998-10-20,"array([-21.23752775,  -0.98001149])"
5269,9810500,1998-10-27,"array([-21.25571858,  -1.05069813])"
5270,9811386,1998-11-18,"array([-21.28582703,  -1.2066029 ])"
5271,9905292,1999-05-10,"array([-21.28151687,  -1.02342731])"
5272,9906270,1999-06-06,"array([-21.36203841,  -1.03127523])"
5273,9907319,1999-07-12,"array([-21.30423215,  -1.07931197])"
5274,111190,2001-11-15,"array([-21.45338293,  -1.30585651])"
5275,9606386,1996-06-19,"array([-21.36522272,  -1.30337492])"
5276,9310211,1993-10-03,"array([-21.45399277,  -0.92093568])"
5277,9312248,1993-12-08,"array([-21.39659401,  -0.97176816])"
5278,9312251,1993-12-09,"array([-21.40010052,  -0.98959182])"
5279,9403240,1994-03-07,"array([-21.40028288,  -1.03311144])"
5280,9403386,1994-03-29,"array([-21.45621438,  -1.33557993])"
5281,9411209,1994-11-02,"array([-21.52225374,  -0.79773596])"
5282,9412281,1994-12-13,"array([-21.29449444,  -0.98175885])"
5283,9502260,1995-02-08,"array([-21.44339849,  -0.95198804])"
5284,9510327,1995-10-17,"array([-21.32091927,  -0.97931063])"
5285,9511289,1995-11-10,"array([-21.34115418,  -1.12155676])"
5286,9602279,1996-02-12,"array([-21.48017069,  -0.88726514])"
5287,9805289,1998-05-11,"array([-21.32977887,  -1.01209006])"
5288,9811316,1998-11-12,"array([-21.27536922,  -0.99325569])"
5289,9407251,1994-07-07,"array([-21.36378878,  -1.06517205])"
5290,9412379,1994-12-28,"array([-21.35711439,  -1.0670519 ])"
5291,9505308,1995-05-15,"array([-21.4786491 ,  -1.03074398])"
5292,9508258,1995-08-08,"array([-21.26462529,  -1.00623793])"
5293,9611319,1996-11-13,"array([-21.18412478,  -1.06722988])"
5294,9707497,1997-07-28,"array([-21.38992862,  -1.1526862 ])"
5295,9711470,1997-11-25,"array([-21.38348583,  -1.11276145])"
5296,9712255,1997-12-03,"array([-21.32240288,  -1.13583827])"
5297,9801445,1998-01-29,"array([-21.28524622,  -1.05713688])"
5298,9805349,1998-05-18,"array([-21.35393857,  -1.07888851])"
5299,9512229,1995-12-04,"array([-21.41721306,  -1.06089409])"
5300,9512441,1995-12-29,"array([-21.41001814,  -1.02045   ])"
5301,9209250,1992-09-17,"array([-21.27367318,  -0.94879229])"
5302,9608449,1996-08-26,"array([-21.32728174,  -1.25577563])"
5303,9308271,1993-08-13,"array([-21.25742986,  -1.00377459])"
5304,9311352,1993-11-24,"array([-21.23554848,  -0.87530344])"
5305,9504415,1995-04-27,"array([-21.30406809,  -1.04311892])"
5306,9510220,1995-10-03,"array([-21.27760346,  -1.13022902])"
5307,9707209,1997-07-01,"array([-21.27765541,  -1.0082251 ])"
5308,9803391,1998-03-19,"array([-21.36136512,  -1.11728762])"
5309,9810457,1998-10-22,"array([-21.29422677,  -1.15346698])"
5310,9903425,1999-03-21,"array([-21.21770895,  -1.13214532])"
5311,9904444,1999-04-24,"array([-21.17488834,  -1.00368809])"
5312,9804236,1998-04-06,"array([-21.28391662,  -0.91271001])"
5313,9807522,1998-07-28,"array([-21.07375944,  -1.152753  ])"
5314,9809582,1998-09-29,"array([-21.11329133,  -1.06482585])"
5315,9810280,1998-10-07,"array([-21.05560056,  -1.14340784])"
5316,9810410,1998-10-19,"array([-21.14003458,  -1.09299616])"
5317,9810535,1998-10-29,"array([-21.09934847,  -1.09853853])"
5318,9811323,1998-11-13,"array([-21.1390647 ,  -1.15814701])"
5319,9210228,1992-10-12,"array([-21.24563877,  -1.2309382 ])"
5320,9306248,1993-06-08,"array([-21.43439495,  -0.88267767])"
5321,9307347,1993-07-27,"array([-21.43638865,  -0.95018089])"
5322,9503443,1995-03-27,"array([-21.50173917,  -1.05716486])"
5323,9603350,1996-03-19,"array([-21.39159971,  -1.04842459])"
5324,9611254,1996-11-06,"array([-21.55545737,  -1.10164205])"
5325,9612229,1996-12-02,"array([-21.42604982,  -1.05776897])"
5326,9612363,1996-12-14,"array([-21.5181167 ,  -1.11797648])"
5327,9406248,1994-06-07,"array([-21.42153859,  -0.99922542])"
5328,9504234,1995-04-05,"array([-21.42568727,  -1.06884389])"
5329,9505245,1995-05-06,"array([-21.39954651,  -1.02527601])"
5330,9505296,1995-05-12,"array([-21.56060681,  -0.96794623])"
5331,9506459,1995-06-29,"array([-21.45767791,  -0.93961016])"
5332,9811456,1998-11-24,"array([-21.38443964,  -1.07173342])"
5333,9211228,1992-11-07,"array([-21.38672075,  -0.89626121])"
5334,9309281,1993-09-17,"array([-21.38962641,  -0.67801801])"
5335,9310215,1993-10-04,"array([-21.36044175,  -0.83166293])"
5336,9205227,1992-05-20,"array([-21.24362874,  -0.91673812])"
5337,9210241,1992-10-16,"array([-21.19587047,  -1.0846318 ])"
5338,9307317,1993-07-21,"array([-21.12290467,  -0.95286845])"
5339,9409266,1994-09-09,"array([-20.92720845,  -1.0265976 ])"
5340,9507441,1995-07-28,"array([-20.98783669,  -1.00257535])"
5341,9511350,1995-11-16,"array([-21.13391627,  -1.07786451])"
5342,9705417,1997-05-25,"array([-21.3158993 ,  -0.98888134])"
5343,9706429,1997-06-20,"array([-21.06703762,  -0.96411548])"
5344,9803290,1998-03-09,"array([-21.2472122,  -1.0081948])"
5345,9605351,1996-05-19,"array([-21.55291623,  -1.06644891])"
5346,9801365,1998-01-20,"array([-21.35654007,  -1.02929514])"
5347,9803463,1998-03-26,"array([-21.14966064,  -0.99625555])"
5348,9806236,1998-06-02,"array([-21.29587573,  -1.12832678])"
5349,9806413,1998-06-18,"array([-21.34802061,  -1.21362057])"
5350,9807501,1998-07-26,"array([-21.31318432,  -1.14196093])"
5351,9808312,1998-08-13,"array([-21.47214457,  -1.09222456])"
5352,9210229,1992-10-12,"array([-21.33299675,  -1.16413621])"
5353,9410231,1994-10-06,"array([-21.3281714 ,  -1.00114115])"
5354,9505302,1995-05-13,"array([-21.26754722,  -1.06514813])"
5355,9210280,1992-10-30,"array([-21.31211119,  -0.92299842])"
5356,9402226,1994-02-03,"array([-21.40365389,  -0.83385275])"
5357,9405278,1994-05-12,"array([-21.3275579 ,  -0.90026995])"
5358,9405429,1994-05-31,"array([-21.17105102,  -0.8975666 ])"
5359,9406256,1994-06-08,"array([-21.19956688,  -0.94734824])"
5360,9409223,1994-09-05,"array([-21.24694038,  -0.6576816 ])"
5361,9411281,1994-11-12,"array([-21.37833643,  -0.68250763])"
5362,9411413,1994-11-28,"array([-21.16196467,  -0.97077017])"
5363,9607292,1996-07-11,"array([-21.32862569,  -1.07125892])"
5364,9611448,1996-11-27,"array([-21.80101631,  -0.98711726])"
5365,9705444,1997-05-27,"array([-21.23586443,  -1.08713629])"
5366,9711492,1997-11-27,"array([-21.56349917,  -1.16286599])"
5367,9408202,1994-08-01,"array([-21.53152519,  -0.65604982])"
5368,9804359,1998-04-21,"array([-21.42851262,  -0.90581533])"
5369,9903448,1999-03-22,"array([-21.2810218 ,  -1.01246763])"
5370,108171,2001-08-22,"array([-20.86976869,  -1.10393752])"
5371,5031,2000-05-04,"array([-20.81115854,  -1.1776973 ])"
5372,6128,2000-06-13,"array([-20.78770751,  -1.13876848])"
5373,8058,2000-08-07,"array([-20.83050184,  -1.08364454])"
5374,106119,2001-06-12,"array([-20.82608029,  -1.12546246])"
5375,9701346,1997-01-22,"array([-21.02885946,  -1.11561272])"
5376,9707423,1997-07-22,"array([-20.83449336,  -1.14951558])"
5377,9708226,1997-08-04,"array([-21.02639216,  -1.06941103])"
5378,9711501,1997-11-28,"array([-20.9972232 ,  -1.07755003])"
5379,9711514,1997-11-28,"array([-20.84865523,  -1.18369911])"
5380,9803380,1998-03-18,"array([-20.87678846,  -1.18305039])"
5381,9804237,1998-04-06,"array([-20.86959964,  -1.26383295])"
5382,9905467,1999-05-24,"array([-20.93934544,  -1.12008675])"
5383,9909509,1999-09-25,"array([-20.77257924,  -1.16917478])"
5384,9207247,1992-07-20,"array([-20.63406035,  -1.006628  ])"
5385,9702409,1997-02-24,"array([-21.07223386,  -1.2759877 ])"
5386,9704273,1997-04-09,"array([-20.86171372,  -1.17871235])"
5387,9707475,1997-07-25,"array([-21.24722418,  -1.08719458])"
5388,9708393,1997-08-18,"array([-21.0488607,  -1.2783677])"
5389,9710373,1997-10-16,"array([-20.97067647,  -1.35302379])"
5390,1122,2000-01-13,"array([-20.86773172,  -1.11341524])"
5391,2285,2000-02-28,"array([-20.81802692,  -1.16316263])"
5392,9908316,1999-08-10,"array([-20.86347673,  -1.14861766])"
5393,9603324,1996-03-16,"array([-20.94508791,  -1.09796124])"
5394,9801280,1998-01-13,"array([-20.87763515,  -1.21616953])"
5395,9802271,1998-02-09,"array([-20.91936009,  -1.08564919])"
5396,9804411,1998-04-27,"array([-21.29994465,  -1.39294081])"
5397,9805405,1998-05-20,"array([-20.89383348,  -1.04390343])"
5398,9807265,1998-07-07,"array([-21.0515093 ,  -1.09379672])"
5399,9810334,1998-10-13,"array([-20.97409179,  -1.0858399 ])"
5400,9812345,1998-12-14,"array([-21.01857491,  -1.11082733])"
5401,9903286,1999-03-08,"array([-20.68184167,  -0.937625  ])"
5402,9904438,1999-04-23,"array([-20.91869952,  -1.13251486])"
5403,9607298,1996-07-11,"array([-21.17471992,  -1.00993398])"
5404,9405389,1994-05-27,"array([-20.79594415,  -1.06239927])"
5405,9503233,1995-03-04,"array([-21.00187233,  -0.95209957])"
5406,9503402,1995-03-21,"array([-21.01852975,  -1.41888196])"
5407,9404293,1994-04-19,"array([-20.67239995,  -1.21930061])"
5408,9705361,1997-05-20,"array([-20.85984108,  -1.22307415])"
5409,9707450,1997-07-24,"array([-21.24902766,  -1.06874462])"
5410,9511237,1995-11-04,"array([-21.08078405,  -0.98430391])"
5411,5103,2000-05-11,"array([-20.6221644 ,  -1.22161408])"
5412,9712212,1997-12-01,"array([-20.8503224 ,  -1.17286672])"
5413,9807269,1998-07-07,"array([-20.91243019,  -1.14722231])"
5414,9304247,1993-04-13,"array([-20.74506108,  -1.01107645])"
5415,9310335,1993-10-22,"array([-20.91528066,  -1.58760154])"
5416,9405337,1994-05-20,"array([-20.82940453,  -1.03460134])"
5417,9503331,1995-03-14,"array([-20.55114512,  -1.09864947])"
5418,9510275,1995-10-11,"array([-20.69853532,  -1.03690654])"
5419,9511470,1995-11-30,"array([-20.86142276,  -0.93420128])"
5420,9512241,1995-12-05,"array([-20.52712376,  -1.07399528])"
5421,9602263,1996-02-08,"array([-20.8831919 ,  -1.17114048])"
5422,9606241,1996-06-05,"array([-20.72069302,  -1.10187072])"
5423,9606387,1996-06-20,"array([-20.76892717,  -1.07308908])"
5424,9606412,1996-06-22,"array([-20.72930372,  -1.11036405])"
5425,9608336,1996-08-15,"array([-20.78033075,  -1.07564736])"
5426,9608359,1996-08-19,"array([-20.84844236,  -1.04458237])"
5427,9608441,1996-08-26,"array([-21.13529266,  -1.04183881])"
5428,9612389,1996-12-17,"array([-21.22747878,  -1.04145589])"
5429,9703232,1997-03-05,"array([-20.73146494,  -1.10017322])"
5430,9703443,1997-03-27,"array([-20.64470286,  -1.08873628])"
5431,9704388,1997-04-23,"array([-20.66030483,  -1.11815576])"
5432,9705386,1997-05-21,"array([-20.90159771,  -1.05676408])"
5433,9706391,1997-06-17,"array([-20.80325587,  -1.05869448])"
5434,9706408,1997-06-18,"array([-20.86279891,  -1.00711195])"
5435,9706439,1997-06-20,"array([-20.9012945 ,  -1.14795797])"
5436,9707201,1997-07-01,"array([-20.92581323,  -1.06787302])"
5437,9707273,1997-07-07,"array([-20.88049486,  -1.05722473])"
5438,9707330,1997-07-11,"array([-21.00496541,  -1.12275926])"
5439,9707442,1997-07-23,"array([-21.1378062 ,  -1.05926511])"
5440,9709502,1997-09-30,"array([-20.96108631,  -1.06632015])"
5441,9710259,1997-10-07,"array([-20.9436584 ,  -1.07252478])"
5442,9710329,1997-10-13,"array([-20.72326729,  -1.01515552])"
5443,9710347,1997-10-14,"array([-20.74574598,  -1.09160761])"
5444,9801235,1998-01-07,"array([-21.20526384,  -0.99644917])"
5445,9801448,1998-01-30,"array([-20.88282008,  -1.24898054])"
5446,9801451,1998-01-30,"array([-20.92023046,  -1.02128639])"
5447,9802358,1998-02-19,"array([-20.89460505,  -1.09384331])"
5448,9802443,1998-02-27,"array([-20.71509091,  -1.12686474])"
5449,9803432,1998-03-23,"array([-21.09083531,  -0.95027243])"
5450,9804214,1998-04-02,"array([-20.87029941,  -1.05403082])"
5451,9804365,1998-04-22,"array([-21.13911106,  -1.06673196])"
5452,9806281,1998-06-05,"array([-20.75583312,  -1.03603728])"
5453,9806477,1998-06-25,"array([-20.83082698,  -1.05273697])"
5454,4050,2000-04-06,"array([-20.82526226,  -1.13678159])"
5455,102187,2001-02-15,"array([-20.8842698,  -1.0199966])"
5456,9410281,1994-10-13,"array([-20.90796392,  -1.33939669])"
5457,9802335,1998-02-17,"array([-20.92607002,  -1.35390599])"
5458,9808276,1998-08-10,"array([-20.73351682,  -1.17666537])"
5459,9801212,1998-01-05,"array([-20.79322595,  -1.16772276])"
5460,9806213,1998-06-01,"array([-20.84079397,  -1.1532968 ])"
5461,9902272,1999-02-08,"array([-20.63609215,  -1.22240979])"
5462,9311346,1993-11-23,"array([-20.81417631,  -1.48891285])"
5463,9312355,1993-12-30,"array([-20.92024203,  -1.48488164])"
5464,9512340,1995-12-18,"array([-20.93104121,  -1.47040962])"
5465,9609364,1996-09-16,"array([-20.97699238,  -1.51041144])"
5466,9610247,1996-10-04,"array([-20.94474561,  -1.57685487])"
5467,9410282,1994-10-13,"array([-20.91184126,  -1.34792667])"
5468,9506380,1995-06-21,"array([-21.16432897,  -1.09575409])"
5469,9705201,1997-04-30,"array([-21.04005922,  -1.30602566])"
5470,9510203,1995-10-02,"array([-21.31083908,  -1.33260375])"
5471,9510218,1995-10-03,"array([-21.17837394,  -1.6604421 ])"
5472,9506235,1995-06-05,"array([-21.24836394,  -1.53065361])"
5473,9211332,1992-11-30,"array([-21.23538314,  -1.59900242])"
5474,9311335,1993-11-22,"array([-21.28453256,  -1.6147473 ])"
5475,9312250,1993-12-09,"array([-21.08560128,  -1.77259665])"
5476,9301278,1993-01-26,"array([-21.29152436,  -1.61738743])"
5477,9404207,1994-04-02,"array([-21.1004432 ,  -1.53451053])"
5478,9405226,1994-05-05,"array([-21.18298217,  -1.76444767])"
5479,9406202,1994-06-01,"array([-21.14818869,  -1.64571929])"
5480,9711446,1997-11-24,"array([-21.63694531,  -1.03274713])"
5481,9603343,1996-03-19,"array([-21.78675212,  -0.97344315])"
5482,9607241,1996-07-04,"array([-21.79192622,  -0.96197772])"
5483,9607414,1996-07-24,"array([-21.3959058 ,  -1.02970244])"
5484,9611454,1996-11-27,"array([-21.73325091,  -0.99638179])"
5485,9612268,1996-12-06,"array([-21.724422 ,  -1.1230371])"
5486,9703388,1997-03-21,"array([-21.78664339,  -1.00159273])"
5487,9707331,1997-07-11,"array([-21.29699421,  -0.90666059])"
