# index, name, _pos
1215,229,"array([2.15278325, 1.05741965])"
1216,5129,"array([2.15685441, 1.07115057])"
1217,233,"array([2.09376673, 1.09686424])"
1218,9463,"array([2.10657892, 1.08019869])"
1219,972,"array([2.11955032, 1.08902093])"
1220,7492,"array([2.10277857, 1.07338189])"
1221,6111,"array([2.0924215 , 1.06169322])"
1222,6811,"array([2.09664456, 1.07249323])"
1223,2428,"array([2.11057907, 1.08422954])"
1224,10339,"array([2.11054276, 1.06453651])"
1225,12132,"array([2.08823357, 1.03379452])"
1226,3438,"array([2.09993761, 1.0815023 ])"
1227,2101,"array([2.10313409, 1.07253958])"
1228,242,"array([2.10929395, 1.05316913])"
1229,1443,"array([2.09038376, 1.07954383])"
1230,7019,"array([2.09110482, 1.0666805 ])"
1231,5337,"array([2.11360712, 1.04414856])"
1232,10220,"array([2.10878876, 1.0741694 ])"
1233,3702,"array([2.10234138, 1.08378186])"
1234,3506,"array([2.1113955 , 1.08100286])"
1235,8384,"array([2.10633154, 1.07881795])"
1236,5053,"array([2.10725129, 1.05157118])"
1237,1329,"array([2.10865529, 1.07626141])"
1238,236,"array([2.11448823, 1.05517971])"
1239,7571,"array([2.13633528, 1.03067152])"
1240,237,"array([2.17892989, 1.0842387 ])"
1241,12297,"array([2.15415017, 1.08168253])"
1242,238,"array([2.17600177, 1.06281976])"
1243,2629,"array([2.15229927, 1.07123708])"
1244,6299,"array([2.09615533, 1.0927951 ])"
1245,2945,"array([2.11086952, 1.07924774])"
1246,8637,"array([2.10592625, 1.07670571])"
1247,5172,"array([2.13138741, 1.07773719])"
1248,637,"array([2.09787306, 1.09362101])"
1249,10508,"array([2.09719107, 1.0950678 ])"
1250,1017,"array([2.09588181, 1.0992384 ])"
1251,10002,"array([2.1122206 , 1.09316402])"
1252,4770,"array([2.11090324, 1.08142856])"
1253,3397,"array([2.11790718, 1.08043355])"
1254,2228,"array([2.1126277, 1.0839601])"
1255,241,"array([2.10477561, 1.06880811])"
1256,3605,"array([2.08847504, 1.07407569])"
1257,243,"array([2.13069562, 1.10431502])"
1258,244,"array([2.11826562, 1.02393455])"
1259,247,"array([2.15894436, 1.04620252])"
1260,12119,"array([2.09891496, 1.08173102])"
1261,8894,"array([2.10737716, 1.0794866 ])"
1262,11386,"array([2.10261012, 1.0849079 ])"
1263,10679,"array([2.1041044 , 1.11326748])"
1264,4358,"array([2.0854889 , 1.08921363])"
1265,9011,"array([2.08512654, 1.09408027])"
1266,2644,"array([2.10540037, 1.08142589])"
1267,7183,"array([2.10848494, 1.11144488])"
1268,9720,"array([2.11940957, 1.08045251])"
1269,4365,"array([2.12517763, 1.0802276 ])"
1270,11127,"array([2.10613002, 1.07733367])"
1271,4454,"array([2.10093865, 1.07628879])"
1272,250,"array([2.06630697, 1.1164794 ])"
1273,9974,"array([2.08707953, 1.10268234])"
1274,251,"array([2.1183004 , 1.07104847])"
1275,252,"array([2.09165962, 1.09976827])"
1276,6577,"array([2.11132454, 1.09130834])"
1277,4387,"array([2.11603304, 1.08772594])"
1278,2266,"array([2.10475959, 1.08902153])"
1279,10140,"array([2.10916912, 1.05964369])"
1280,6327,"array([2.10559045, 1.11017093])"
1281,255,"array([2.12474129, 1.0893019 ])"
1282,257,"array([2.07376768, 1.02724799])"
1283,5341,"array([2.05770687, 1.00043069])"
1284,259,"array([2.09506196, 1.09695154])"
1285,260,"array([2.14918638, 1.05549868])"
1286,2845,"array([2.14469306, 1.07524089])"
1287,261,"array([2.05280779, 1.10897997])"
1288,262,"array([2.07169701, 1.13385759])"
1289,12593,"array([2.08367996, 1.11054874])"
1290,263,"array([2.04464408, 1.0793176 ])"
1291,264,"array([2.10072085, 1.13823107])"
1292,8711,"array([2.098648  , 1.13981749])"
1293,11468,"array([2.09349171, 1.12693788])"
1294,4109,"array([2.10570804, 1.12573712])"
1295,3493,"array([2.10015929, 1.12300231])"
1296,265,"array([2.04633798, 1.08887374])"
1297,266,"array([2.04433705, 1.09367854])"
1298,267,"array([2.15610201, 1.07555906])"
1299,5962,"array([2.15773554, 1.09030665])"
1300,11207,"array([2.18490749, 1.08099886])"
1301,269,"array([2.14797784, 1.03937069])"
1302,9602,"array([2.13765709, 1.05842472])"
1303,12139,"array([2.1380354 , 1.05193991])"
1304,270,"array([2.04434775, 1.07645465])"
1305,271,"array([2.15111684, 1.0771353 ])"
1306,6280,"array([2.15665913, 1.07826331])"
1307,7767,"array([2.14818482, 1.07010905])"
1308,656,"array([2.1741066 , 1.06640492])"
1309,272,"array([2.12934443, 1.0769118 ])"
1310,4156,"array([2.12885554, 1.0778099 ])"
1311,8122,"array([2.1234248 , 1.07031932])"
1312,273,"array([2.11518179, 1.07602648])"
1313,10529,"array([2.10923659, 1.07330428])"
1314,274,"array([2.04701516, 1.09715356])"
1315,10094,"array([2.14947665, 1.06796856])"
1316,8202,"array([2.1030713 , 1.02667891])"
1317,7585,"array([2.11868673, 1.04898016])"
1318,7813,"array([2.10849295, 1.06398622])"
1319,9690,"array([2.10154955, 1.06197524])"
1320,8885,"array([2.11716553, 1.0702745 ])"
1321,3719,"array([2.09582338, 1.06601596])"
1322,2435,"array([2.1128813, 1.0714418])"
1323,3771,"array([2.11461704, 1.08120962])"
1324,4021,"array([2.12398704, 1.07329356])"
1325,5269,"array([2.12735617, 1.08608211])"
1326,6899,"array([2.11778421, 1.06568058])"
1327,1292,"array([2.15062551, 1.06743702])"
1328,8899,"array([2.11119845, 1.07176482])"
1329,10980,"array([2.08390384, 1.05289929])"
1330,4537,"array([2.11891573, 1.07313534])"
1331,9674,"array([2.11717083, 1.07909546])"
1332,3507,"array([2.12096227, 1.07384592])"
1333,6621,"array([2.1151494, 1.067224 ])"
1334,373,"array([2.09572275, 1.06165727])"
1335,3025,"array([2.12565829, 1.08216659])"
1336,8041,"array([2.11018097, 1.07808954])"
1337,11232,"array([2.11589215, 1.07763539])"
1338,8464,"array([2.10891013, 1.06459074])"
1339,11609,"array([2.12093517, 1.07941486])"
1340,9677,"array([2.118951 , 1.0711569])"
1341,5446,"array([2.10405873, 1.07586208])"
1342,1770,"array([2.11809005, 1.0507511 ])"
1343,4302,"array([2.10161227, 1.0811662 ])"
1344,8048,"array([2.129975  , 1.05333987])"
1345,3238,"array([2.10108938, 1.10732927])"
1346,5003,"array([2.13101873, 1.05615832])"
1347,10958,"array([2.11825368, 1.06214345])"
1348,1944,"array([2.08619842, 1.07675868])"
1349,277,"array([2.09207935, 1.08840651])"
1350,2124,"array([2.1338445 , 1.06464479])"
1351,9722,"array([2.09274391, 1.02682378])"
1352,7762,"array([2.09931221, 1.02656284])"
1353,3326,"array([2.08615971, 1.04911758])"
1354,2161,"array([2.09315443, 1.02879347])"
1355,316,"array([2.09468174, 1.02890821])"
1356,4439,"array([2.08979977, 1.09070112])"
1357,12295,"array([2.08140843, 1.08096125])"
1358,279,"array([2.07720248, 1.11480951])"
1359,281,"array([2.09199799, 1.07683598])"
1360,3625,"array([2.10000227, 1.07276388])"
1361,5066,"array([2.09727505, 1.06991213])"
1362,282,"array([2.18592465, 1.09442871])"
1363,6781,"array([2.17931462, 1.08807204])"
1364,12130,"array([2.16399881, 1.08749157])"
1365,284,"array([2.06711966, 1.06386245])"
1366,285,"array([2.11029615, 1.13382904])"
1367,286,"array([2.08002154, 1.09238085])"
1368,287,"array([2.15425147, 1.07663021])"
1369,288,"array([2.04943115, 0.99648564])"
1370,8608,"array([2.05881136, 1.01267619])"
1371,289,"array([2.0599104 , 1.09225249])"
1372,290,"array([2.1328412 , 1.13169951])"
1373,291,"array([2.05957773, 1.10421841])"
1374,293,"array([2.14178393, 1.03473705])"
1375,11634,"array([2.15764208, 1.00330936])"
1376,294,"array([2.17329479, 1.08954517])"
1377,295,"array([2.12640936, 1.05751348])"
1378,296,"array([2.04795044, 1.09196538])"
1379,297,"array([2.07047652, 1.07144673])"
1380,2926,"array([2.10312435, 1.07826356])"
1381,6405,"array([2.1012929 , 1.07541667])"
1382,301,"array([2.08462422, 1.04559376])"
1383,302,"array([2.0984803 , 1.09052139])"
1384,3839,"array([2.09830492, 1.0883056 ])"
1385,981,"array([2.08621217, 1.11184143])"
1386,3135,"array([2.09470857, 1.07745751])"
1387,12284,"array([2.12017008, 1.07710075])"
1388,6087,"array([2.08220332, 1.07188573])"
1389,10641,"array([2.11026359, 1.06628283])"
1390,2716,"array([2.09238476, 1.11965855])"
1391,1118,"array([2.11149672, 1.10052392])"
1392,4377,"array([2.09071761, 1.07266536])"
1393,303,"array([2.0587596 , 1.07177104])"
1394,6143,"array([2.10175628, 1.08864273])"
1395,305,"array([2.0826878 , 1.14387582])"
1396,3338,"array([2.08968932, 1.11905674])"
1397,306,"array([2.14824858, 1.06100778])"
1398,4090,"array([2.13892067, 1.07000431])"
1399,2345,"array([2.14359946, 1.06361113])"
1400,11075,"array([2.14546016, 1.0747456 ])"
1401,994,"array([2.15290737, 1.07744333])"
1402,9723,"array([2.15518477, 1.06059593])"
1403,9145,"array([2.1563204 , 1.02843401])"
1404,9388,"array([2.14499543, 1.06159251])"
1405,689,"array([2.14791137, 1.06193672])"
1406,307,"array([2.0552025, 1.071851 ])"
1407,308,"array([2.1691568 , 1.04876484])"
1408,309,"array([2.12579701, 1.08946902])"
1409,311,"array([2.09195943, 1.10168557])"
1410,312,"array([2.06680193, 1.0795284 ])"
1411,4592,"array([2.08368258, 1.07671238])"
1412,313,"array([2.09580456, 1.09345144])"
1413,314,"array([2.1331572 , 1.07437906])"
1414,4340,"array([2.13996148, 1.07529801])"
1415,315,"array([2.05159606, 1.07037989])"
1416,317,"array([2.08191412, 1.13498197])"
1417,9387,"array([2.08980761, 1.11197644])"
1418,318,"array([2.05785466, 1.10370792])"
1419,4427,"array([2.16353259, 1.06596203])"
1420,9430,"array([2.16879194, 1.07275311])"
1421,2730,"array([2.14036363, 1.0641793 ])"
1422,321,"array([2.20810224, 1.07437284])"
1423,8738,"array([2.22710398, 1.07380336])"
1424,322,"array([2.13800181, 1.1061079 ])"
1425,7629,"array([2.12862775, 1.0850256 ])"
1426,6180,"array([2.12861277, 1.09070721])"
1427,7886,"array([2.135649 , 1.0834395])"
1428,323,"array([2.1158537 , 1.01287709])"
1429,3251,"array([2.12427822, 1.05452859])"
1430,324,"array([2.11109583, 1.0752676 ])"
1431,2384,"array([2.09670805, 1.08244217])"
1432,7005,"array([2.1152823 , 1.08242404])"
1433,2442,"array([2.10898242, 1.07891928])"
1434,4080,"array([2.11453896, 1.07926222])"
1435,452,"array([2.12317046, 1.07624607])"
1436,9221,"array([2.11577532, 1.06415948])"
1437,5555,"array([2.10390094, 1.0814967 ])"
1438,1318,"array([2.11299459, 1.0914799 ])"
1439,11961,"array([2.11032827, 1.08842706])"
1440,8531,"array([2.09594448, 1.07208276])"
1441,325,"array([2.09028121, 1.06393359])"
1442,9495,"array([2.10948152, 1.07386342])"
1443,897,"array([2.08713081, 1.07704211])"
1444,327,"array([2.06404649, 1.06069774])"
1445,328,"array([2.05255961, 1.10158039])"
1446,329,"array([2.17706068, 1.04585355])"
1447,330,"array([2.10295419, 1.11801729])"
1448,331,"array([2.13454572, 1.03896813])"
1449,11554,"array([2.1606868 , 1.06118807])"
1450,7993,"array([2.09738617, 1.05370007])"
1451,332,"array([2.05331258, 1.11234263])"
1452,333,"array([2.13710429, 1.08608826])"
1453,334,"array([2.13368324, 1.04176428])"
1454,9784,"array([2.12381631, 1.05900875])"
1455,3151,"array([2.13945753, 1.03265676])"
1456,11241,"array([2.11793947, 1.06893485])"
1457,335,"array([2.14599807, 1.06653206])"
1458,3654,"array([2.15234824, 1.06088538])"
1459,2751,"array([2.1456475, 1.0804603])"
1460,336,"array([2.0624701 , 1.03517299])"
1461,337,"array([2.0857829 , 1.07416598])"
1462,2298,"array([2.0915102 , 1.07087116])"
1463,340,"array([2.14793795, 1.03753492])"
1464,341,"array([2.09897601, 1.11495011])"
1465,8924,"array([2.08443002, 1.10463403])"
1466,342,"array([2.11558566, 1.04823623])"
1467,12025,"array([2.14039843, 1.04888983])"
1468,2276,"array([2.11695817, 1.07626089])"
1469,4433,"array([2.13602097, 1.07966735])"
1470,1690,"array([2.13574187, 1.07185643])"
1471,4773,"array([2.10429557, 1.04844694])"
1472,3729,"array([2.13730691, 1.06915999])"
1473,344,"array([2.10634339, 1.08811182])"
1474,7957,"array([2.11140117, 1.07803019])"
1475,2783,"array([2.08711904, 1.10047178])"
1476,8618,"array([2.10839016, 1.06733221])"
1477,345,"array([2.08195136, 1.0448045 ])"
1478,347,"array([2.10711014, 1.03959831])"
1479,348,"array([2.07965726, 1.08432776])"
1480,349,"array([2.14633296, 1.06927195])"
1481,4357,"array([2.13699265, 1.07333795])"
1482,5288,"array([2.15149597, 1.08052365])"
1483,7603,"array([2.14641784, 1.07657413])"
1484,7435,"array([2.12773838, 1.07008252])"
1485,10967,"array([2.16239555, 1.11366026])"
1486,3514,"array([2.12095894, 1.06454558])"
1487,11734,"array([2.12158931, 1.09540307])"
1488,8013,"array([2.16216382, 1.1033558 ])"
1489,3063,"array([2.11527862, 1.0947711 ])"
1490,6850,"array([2.09885068, 1.06355849])"
1491,3121,"array([2.16097084, 1.11087162])"
1492,3932,"array([2.12815341, 1.09350602])"
1493,7213,"array([2.11642106, 1.07538145])"
1494,1505,"array([2.15401535, 1.0882509 ])"
1495,8321,"array([2.12703378, 1.08722696])"
1496,298,"array([2.13511764, 1.10876914])"
1497,4392,"array([2.14983857, 1.06144208])"
1498,4896,"array([2.15816591, 1.11377538])"
1499,11711,"array([2.14546893, 1.09811673])"
1500,5754,"array([2.15931414, 1.10378256])"
1501,4599,"array([2.11403578, 1.05826564])"
1502,6733,"array([2.14079635, 1.09799574])"
1503,3656,"array([2.144986  , 1.04381739])"
1504,5088,"array([2.15383242, 1.11329155])"
1505,9272,"array([2.12174683, 1.09279799])"
1506,9651,"array([2.10862487, 1.10420349])"
1507,352,"array([2.11731885, 1.0375524 ])"
1508,353,"array([2.1154025 , 1.07135143])"
1509,720,"array([2.12176793, 1.04409842])"
1510,5453,"array([2.12278901, 1.0653934 ])"
1511,2893,"array([2.10413529, 1.08211171])"
1512,10608,"array([2.09869111, 1.07457325])"
1513,3734,"array([2.12421621, 1.0801032 ])"
1514,938,"array([2.10455476, 1.08268315])"
1515,9691,"array([2.13069634, 1.07100068])"
1516,3764,"array([2.10595625, 1.08256066])"
1517,1356,"array([2.13408052, 1.07166678])"
1518,11937,"array([2.12485014, 1.08482347])"
1519,9543,"array([2.14090575, 1.08205009])"
1520,9595,"array([2.12558184, 1.07397888])"
1521,2982,"array([2.11793346, 1.07039094])"
1522,354,"array([2.05395242, 1.07920185])"
1523,355,"array([2.04702584, 1.08055718])"
1524,356,"array([2.08820399, 1.0873318 ])"
1525,6151,"array([2.09482596, 1.07080061])"
1526,6404,"array([2.09578181, 1.10267078])"
1527,10166,"array([2.07898246, 1.07080026])"
1528,1028,"array([2.09696165, 1.0814897 ])"
1529,10517,"array([2.0897942 , 1.06952336])"
1530,9241,"array([2.09851427, 1.09210396])"
1531,357,"array([2.18000411, 1.04867308])"
1532,9852,"array([2.20585064, 1.03752498])"
1533,358,"array([2.06891811, 1.07679774])"
1534,359,"array([2.0808396 , 1.05809164])"
1535,8514,"array([2.1036094 , 1.07186592])"
1536,360,"array([2.12076753, 1.04068239])"
1537,5038,"array([2.11582089, 1.06762311])"
1538,361,"array([2.09614131, 1.10351426])"
1539,363,"array([2.08172358, 1.01888779])"
1540,6635,"array([2.07499756, 0.99752595])"
1541,365,"array([2.18257439, 1.05904733])"
1542,366,"array([2.13031925, 1.11101485])"
1543,2737,"array([2.11548533, 1.08508802])"
1544,949,"array([2.12690183, 1.04628336])"
1545,12519,"array([2.11233848, 1.09240189])"
1546,5409,"array([2.1159792 , 1.07848557])"
1547,368,"array([2.06157796, 1.08203686])"
1548,369,"array([2.07790564, 1.04164603])"
1549,370,"array([2.16172426, 1.09419761])"
1550,10234,"array([2.18398298, 1.10864614])"
1551,2349,"array([2.18318198, 1.11048318])"
1552,4547,"array([2.18512234, 1.1073205 ])"
1553,2849,"array([2.15383862, 1.07585518])"
1554,3935,"array([2.1422087 , 1.08342322])"
1555,371,"array([2.12029061, 1.08133921])"
1556,3234,"array([2.13974837, 1.08392097])"
1557,374,"array([2.17562871, 1.05757052])"
1558,377,"array([2.14314822, 1.11332234])"
1559,378,"array([2.09527288, 1.06064661])"
1560,381,"array([2.11454414, 1.08252277])"
1561,383,"array([2.18822513, 1.05513969])"
1562,3857,"array([2.16003464, 1.06436855])"
1563,385,"array([2.14215766, 1.06577242])"
1564,6597,"array([2.15940378, 1.06144748])"
1565,7741,"array([2.16891478, 1.05693715])"
1566,8589,"array([2.14465518, 1.06539523])"
1567,7735,"array([2.16586688, 1.05430078])"
1568,963,"array([2.14919531, 1.08284391])"
1569,387,"array([2.10537358, 1.06730134])"
1570,5137,"array([2.10335231, 1.05491007])"
1571,8042,"array([2.09516331, 1.04805037])"
1572,388,"array([2.09683026, 1.06795156])"
1573,2424,"array([2.1053378 , 1.06440513])"
1574,418,"array([2.09436644, 1.06597603])"
1575,4442,"array([2.10379085, 1.08025231])"
1576,389,"array([2.20427914, 1.06705574])"
1577,2582,"array([2.19009248, 1.06732776])"
1578,6645,"array([2.19600835, 1.06612342])"
1579,8682,"array([2.17392356, 1.06997553])"
1580,390,"array([2.10698913, 1.08256153])"
1581,2028,"array([2.10492482, 1.09433758])"
1582,3164,"array([2.11666961, 1.07267149])"
1583,9671,"array([2.10022126, 1.08058538])"
1584,4121,"array([2.10359652, 1.09221418])"
1585,1310,"array([2.10052051, 1.0640574 ])"
1586,5798,"array([2.10276681, 1.08579704])"
1587,7863,"array([2.11485039, 1.08196464])"
1588,391,"array([2.09130736, 1.07355005])"
1589,11488,"array([2.09842674, 1.04332202])"
1590,4564,"array([2.07217665, 1.08188226])"
1591,10792,"array([2.07262685, 1.06883495])"
1592,9315,"array([2.06885391, 1.06942303])"
1593,395,"array([2.10295105, 1.09289872])"
1594,10371,"array([2.10490725, 1.07871487])"
1595,12402,"array([2.12456241, 1.09625588])"
1596,396,"array([2.12785369, 1.07850001])"
1597,627,"array([2.12326295, 1.07308367])"
1598,7961,"array([2.11957928, 1.06405406])"
1599,8716,"array([2.13904078, 1.07494353])"
1600,2839,"array([2.10925836, 1.06843555])"
1601,9386,"array([2.1479808 , 1.04355892])"
1602,8693,"array([2.1451156 , 1.07600262])"
1603,6855,"array([2.15650908, 1.10700357])"
1604,11651,"array([2.11395878, 1.08412468])"
1605,10434,"array([2.10849595, 1.081335  ])"
1606,1865,"array([2.11401389, 1.08585538])"
1607,2167,"array([2.10790439, 1.09890219])"
1608,398,"array([2.0960604 , 1.02349393])"
1609,401,"array([2.09344397, 1.08564734])"
1610,403,"array([2.10312713, 1.10046959])"
1611,404,"array([2.11012096, 1.08548308])"
1612,1957,"array([2.10414342, 1.07900901])"
1613,9760,"array([2.11228652, 1.07411496])"
1614,11539,"array([2.11858071, 1.09361943])"
1615,405,"array([2.03574381, 1.07411018])"
1616,8928,"array([2.0141845 , 1.06962792])"
1617,407,"array([2.09378669, 1.08852313])"
1618,1098,"array([2.10500128, 1.08540181])"
1619,408,"array([2.1215452 , 1.05520537])"
1620,409,"array([2.11219942, 1.08141615])"
1621,410,"array([2.05953012, 1.11623225])"
1622,411,"array([2.05888693, 1.08807041])"
1623,413,"array([2.09945953, 1.02279693])"
1624,414,"array([2.09976706, 1.13647408])"
1625,415,"array([2.05647862, 1.0569188 ])"
1626,416,"array([2.17609984, 1.12865175])"
1627,4568,"array([2.15328035, 1.10384264])"
1628,12149,"array([2.10351233, 1.07532219])"
1629,4703,"array([2.0776196 , 1.03853875])"
1630,1993,"array([2.10471868, 1.07039771])"
1631,4330,"array([2.08744992, 1.07267278])"
1632,8167,"array([2.10816592, 1.077477  ])"
1633,3246,"array([2.07434796, 1.0392434 ])"
1634,8728,"array([2.07507095, 1.04037757])"
1635,5701,"array([2.10429519, 1.06002709])"
1636,420,"array([2.11034397, 1.06745597])"
1637,11164,"array([2.10710569, 1.06848028])"
1638,1142,"array([2.10741107, 1.06624094])"
1639,422,"array([2.16587604, 1.09545289])"
1640,423,"array([2.16508174, 1.07474412])"
1641,7257,"array([2.1582519 , 1.07480425])"
1642,424,"array([2.06989898, 1.0741469 ])"
1643,425,"array([2.11791178, 1.06029061])"
1644,427,"array([2.09221788, 1.10301896])"
1645,428,"array([2.12198649, 1.06286719])"
1646,12223,"array([2.14476377, 1.08207709])"
1647,3222,"array([2.11043723, 1.04422953])"
1648,8788,"array([2.11527394, 1.09093467])"
1649,9003,"array([2.12565188, 1.07298933])"
1650,3741,"array([2.09159682, 1.07002725])"
1651,8289,"array([2.11941365, 1.08549592])"
1652,2846,"array([2.10360306, 1.06647227])"
1653,4608,"array([2.12307315, 1.05417572])"
1654,11531,"array([2.09325602, 1.06622464])"
1655,431,"array([2.09534492, 1.08043584])"
1656,432,"array([2.13613868, 1.08926211])"
1657,433,"array([2.04348499, 1.0623661 ])"
1658,435,"array([2.09864894, 1.1012202 ])"
1659,12200,"array([2.09120339, 1.12957012])"
1660,436,"array([2.12173107, 1.06561455])"
1661,438,"array([2.11697398, 1.07332429])"
1662,1643,"array([2.11478146, 1.08014652])"
1663,10421,"array([2.11816989, 1.07670961])"
1664,437,"array([2.06397681, 1.1164529 ])"
1665,8544,"array([2.09927152, 1.08343039])"
1666,11808,"array([2.08701054, 1.06492835])"
1667,1910,"array([2.10828518, 1.05489095])"
1668,6908,"array([2.1111599 , 1.07078884])"
1669,1720,"array([2.0966805, 1.0788138])"
1670,11571,"array([2.10348969, 1.07624485])"
1671,10290,"array([2.09343287, 1.06532237])"
1672,8099,"array([2.10087146, 1.07736799])"
1673,1019,"array([2.09504208, 1.06752403])"
1674,439,"array([2.09940672, 1.00901296])"
1675,2015,"array([2.10616288, 1.03771489])"
1676,440,"array([2.06490333, 1.05130575])"
1677,441,"array([2.12509268, 1.00035649])"
1678,7441,"array([2.12512026, 1.02889342])"
1679,442,"array([2.11553706, 1.08888693])"
1680,677,"array([2.08818093, 1.08270545])"
1681,9644,"array([2.13988328, 1.11412982])"
1682,3655,"array([2.09447959, 1.08239785])"
1683,6318,"array([2.1472238 , 1.08371634])"
1684,6060,"array([2.16489032, 1.06293072])"
1685,445,"array([2.15679379, 1.08033986])"
1686,11706,"array([2.13446515, 1.06745246])"
1687,446,"array([2.09823489, 1.0449302 ])"
1688,448,"array([2.10637848, 1.06339749])"
1689,449,"array([2.05446147, 1.09057882])"
1690,450,"array([2.11260471, 1.03183128])"
1691,451,"array([2.1223586 , 0.98097479])"
1692,5997,"array([2.12266937, 1.00104639])"
1693,6616,"array([2.10338863, 1.0577731 ])"
1694,10497,"array([2.12755883, 1.06512064])"
1695,4622,"array([2.10934556, 1.09091044])"
1696,9523,"array([2.11906902, 1.09082506])"
1697,10109,"array([2.13448251, 1.04259262])"
1698,12084,"array([2.11911252, 1.07866375])"
1699,8552,"array([2.16536313, 1.10660597])"
1700,4435,"array([2.13222192, 1.06262993])"
1701,4031,"array([2.10769232, 1.06548937])"
1702,11081,"array([2.11545945, 1.08414482])"
1703,9337,"array([2.15098218, 1.08173164])"
1704,3221,"array([2.12419273, 1.05631635])"
1705,7591,"array([2.13443731, 1.05073661])"
1706,4809,"array([2.13106025, 1.06855191])"
1707,9946,"array([2.09980259, 1.07188505])"
1708,12472,"array([2.09316816, 1.11806626])"
1709,3884,"array([2.12052438, 1.05495972])"
1710,6203,"array([2.10070932, 1.06180248])"
1711,8575,"array([2.10557538, 1.07446684])"
1712,9959,"array([2.124315  , 1.07871334])"
1713,8976,"array([2.11578119, 1.07050394])"
1714,6446,"array([2.1197949 , 1.08311264])"
1715,9189,"array([2.13186634, 1.06112675])"
1716,10019,"array([2.14737877, 1.06499972])"
1717,3110,"array([2.12099076, 1.07517321])"
1718,12123,"array([2.11711204, 1.0710327 ])"
1719,6006,"array([2.12881212, 1.07902412])"
1720,7626,"array([2.14356454, 1.05955336])"
1721,1457,"array([2.08368981, 1.07886222])"
1722,2643,"array([2.1094958 , 1.09989305])"
1723,2296,"array([2.10632923, 1.06424239])"
1724,397,"array([2.14664784, 1.10898886])"
1725,3696,"array([2.08574109, 1.09141828])"
1726,10944,"array([2.1172454 , 1.06634872])"
1727,1669,"array([2.11078885, 1.04098397])"
1728,655,"array([2.1176816 , 1.06725225])"
1729,5101,"array([2.10854027, 1.07287171])"
1730,11771,"array([2.09853215, 1.06507646])"
1731,5747,"array([2.11533251, 1.09572695])"
1732,3226,"array([2.14631228, 1.09323298])"
1733,4889,"array([2.12530207, 1.04430737])"
1734,6297,"array([2.09555561, 1.03668693])"
1735,4105,"array([2.14666879, 1.08702427])"
1736,7888,"array([2.11106922, 1.085921  ])"
1737,1083,"array([2.14854712, 1.07957944])"
1738,5795,"array([2.1523794, 1.068285 ])"
1739,9613,"array([2.13018449, 1.05015379])"
1740,2297,"array([2.16120954, 1.06595856])"
1741,5682,"array([2.11786255, 1.10025482])"
1742,10591,"array([2.14724492, 1.0596607 ])"
1743,10798,"array([2.14432038, 1.08548252])"
1744,7113,"array([2.09943148, 1.09077347])"
1745,3325,"array([2.12184055, 1.06198367])"
1746,2493,"array([2.11420941, 1.08736657])"
1747,6719,"array([2.10505767, 1.07500131])"
1748,9953,"array([2.12442757, 1.06407474])"
1749,4348,"array([2.15849445, 1.06273672])"
1750,12003,"array([2.111594  , 1.09684262])"
1751,515,"array([2.10924376, 1.08024472])"
1752,11825,"array([2.10389782, 1.06851291])"
1753,9267,"array([2.10144361, 1.06749258])"
1754,11005,"array([2.11986243, 1.08188132])"
1755,1321,"array([2.10933828, 1.08186863])"
1756,10238,"array([2.10908803, 1.06323871])"
1757,8480,"array([2.10362265, 1.09335672])"
1758,11822,"array([2.11040986, 1.07093894])"
1759,11197,"array([2.13410144, 1.08699839])"
1760,6152,"array([2.14385418, 1.0820604 ])"
1761,11863,"array([2.09971628, 1.06563731])"
1762,1747,"array([2.15187205, 1.10537649])"
1763,12224,"array([2.13581919, 1.06932592])"
1764,6572,"array([2.11946261, 1.08741035])"
1765,8117,"array([2.14336507, 1.05052259])"
1766,11837,"array([2.09829447, 1.07252704])"
1767,9875,"array([2.12924637, 1.09664578])"
1768,11441,"array([2.14136698, 1.10573706])"
1769,2744,"array([2.15397135, 1.0893536 ])"
1770,5186,"array([2.10834354, 1.06534193])"
1771,7410,"array([2.12246321, 1.07540729])"
1772,12238,"array([2.11352325, 1.07785648])"
1773,12616,"array([2.12612049, 1.09404243])"
1774,9680,"array([2.15375446, 1.05808272])"
1775,940,"array([2.10533578, 1.06061846])"
1776,10852,"array([2.1236206 , 1.06771844])"
1777,11450,"array([2.12148127, 1.07592721])"
1778,3478,"array([2.10681555, 1.07835226])"
1779,4586,"array([2.14269559, 1.05717076])"
1780,10170,"array([2.1426868 , 1.04044017])"
1781,6592,"array([2.105732  , 1.04612942])"
1782,5197,"array([2.09579284, 1.06724959])"
1783,9126,"array([2.09864642, 1.08084234])"
1784,4401,"array([2.12594257, 1.10196114])"
1785,8714,"array([2.13779998, 1.08841156])"
1786,6773,"array([2.09956617, 1.0937607 ])"
1787,9504,"array([2.12207813, 1.10461086])"
1788,8719,"array([2.09943298, 1.06730592])"
1789,9658,"array([2.1221725 , 1.07704309])"
1790,10291,"array([2.11080495, 1.08514716])"
1791,453,"array([2.1372256 , 1.08502457])"
1792,11526,"array([2.11424572, 1.06823101])"
1793,454,"array([2.08473997, 1.05666468])"
1794,1783,"array([2.095983  , 1.05243627])"
1795,455,"array([2.12203415, 1.05045612])"
1796,456,"array([2.05911574, 1.07740629])"
1797,457,"array([2.14467232, 1.06383559])"
